Hash do merge,Intersecção de Desenvolvedores,Arquivos em Conflito,Arquivos com Conflito causado pelo Mesmo,Arquivos Null,Relação Arquivos Mesmo / Total de Arquivos
ce30d19c1507e71199f7dbbf680cf0d2b0ea6477,0,1,0,0,0,
48063afb3a53c762bb950e4246a06a3682707aed,0,1,0,0,0,
1d30225e2c194e50840e002c085a998d3f3a33dc,0,1,0,0,0,
4953629ccd0a1c43ae483a843db6d882fe66fc03,0,1,0,0,0,
5b3268317c479c9cc50d7a1270b9138e748b8956,0,1,0,0,0,
f9f03d8976710b8aa10abd5f89c0a699758ff0a0,1,3,2,1,0,
f87e4c60e9bb33f29bffed702af797b322821b8f,0,1,0,0,0,
a57554222f091ed3905259b32d1f1a3786e37200,0,1,0,0,0,
b59cb505f8cf4e0010f422f0a83d9c001055cbd7,0,1,0,0,0,
fa1b3bdda479e4c419826e2e56fcddb90d6c3519,1,1,0,1,0,
22963d73467a604b845dbebc03c9b8fa16ba2e23,2,1,0,1,0,
95cb6f07a8fc2410873c59addd3f1aad948e54fd,0,1,0,0,0,
f7d4fb61ce1c1f2acde74d779adbc91d137e157c,0,1,0,0,0,
1fd5e558811a63703e01b6e5e75c44820e59dfc9,0,3,0,0,0,
1a8d7576e091c06662ee94f84d0f3f88a2f2dad8,1,4,3,1,0,
c414e57dccf0d0177f42df10d2f36f79581563d6,0,1,0,0,0,
ac6eff280df58a96bfd429189d2dd2d6e5c38208,0,1,0,0,0,
5cc4fcf6a2ace006b8b4023c3e75d819d611b2e1,1,2,0,0,0,docs/javascript.html,Mark Otto,meleyal;docs/templates/pages/javascript.mustache,Mark Otto,meleyal;
1a781a707e0785a1abd079a9c29628b0d8d1867d,0,1,0,0,0,
ccf7697185488850e7450bfb05092bebc2004084,0,1,0,0,0,
4410ede8ed976f449d9b1735652e081ed863a131,0,1,0,0,0,
f3b6cf1d6d65ccc640152aa4edb88cbea05a8b45,0,2,0,0,0,
20221a67c2590e5d5d2d3a78dd79d61498e80661,0,4,0,0,0,
d908731566a18a236609708238e697b4fc3c1355,1,1,0,1,0,
80abc50d3efd2123f23bb908e9a23e45548abcea,0,1,0,0,0,
f4f34ab12f0f89e6a11f6b752ab82fb01bd746d4,0,1,0,0,0,
59d570fc160c71dc21f77735e9d14797e247d859,1,1,0,1,0,
3470c0dc49aa3f66630b2166391df88f1fbd0757,1,1,0,1,0,
89ccbdf8d1a5dc1b9e4da19a910a5108e4b7988b,1,1,0,1,0,
5f2d2893d20fec41f9291f57f7d4ab4c65e90c29,1,1,0,1,0,
adbbf17ee4a241b14503289e6726fc52acefc8a4,0,1,0,0,0,
ac6e667ad9ae57c5caa977fd6593a2299887737a,0,1,0,0,0,
1e6d386b8df2d7235b23a96ddd0489c1ab2650dc,0,1,0,0,0,
a8c478e05189d195d4b921c5d0eb6c601ea35711,0,1,0,0,0,
de6f3d4a6f3c2c55394e59e0a25ea85731166cfe,0,1,0,0,0,
d7953a8f1e491d6ec5e479e26d15ae3b545fbb5f,0,1,0,0,0,
4ed1b13719083fb9bb7ab7273cc9bf84482992cc,0,1,0,0,0,
9b5b8460b4e6d5e30357aaddbef5425a6150b0bf,0,1,0,0,0,
aa8a7668cba4c9cc85c0902cb5abf703d0ac86c3,0,1,0,0,0,
f166c5a35b9a037fa0e314ce111812f4b7ef741e,0,1,0,0,0,
bdfb05dbac0b07c7c6447a39b2658038563603d3,0,1,0,0,0,
cabba91c7c74fcf6dd80bef8b3ea2717eec997b3,0,1,0,0,0,
c84b5cf5f52ad9be72adf9de2956baad1d6e025b,0,1,0,0,0,
fd700e358da02434343c58e7f86eb2e8a8ba2411,1,1,0,1,0,
e75bc5eb5ffca534fd3a84d749e8b39824654ebb,0,1,0,0,0,
b9de88890e3db18b48ef10cd5a718002cb5dc4a0,0,1,0,0,0,
0bfbe5058d61ae93d82b09f1dff7eb30dc22426e,1,28,6,0,0,.gitignore,Jacob Thornton,Mark Otto;js/tests/unit/bootstrap-tabs.js,Jacob Thornton,Mark Otto;lib/forms.less,Rod Vagg,Mark Otto;Makefile,Jacob Thornton,Mark Otto;lib/mixins.less,Jacob Thornton,Mark Otto;examples/container-app.html,Jacob Thornton,Mark Otto;examples/hero.html,Jacob Thornton,Mark Otto;js/bootstrap-dropdown.js,Jacob Thornton,Mark Otto;lib/scaffolding.less,Jacob Thornton,Mark Otto;js/tests/unit/bootstrap-modal.js,Jacob Thornton,Mark Otto;examples/fluid.html,Jacob Thornton,Mark Otto;js/bootstrap-modal.js,Jacob Thornton,Mark Otto;docs/assets/js/google-code-prettify/prettify.css,Jacob Thornton,Mark Otto;js/bootstrap-tabs.js,Jacob Thornton,Mark Otto;js/tests/index.html,Jacob Thornton,Purwandi;docs/javascript.html,Jacob Thornton,Mark Otto;js/bootstrap-scrollspy.js,Jacob Thornton,Mark Otto;docs/assets/js/application.js,Jacob Thornton,Mark Otto;js/tests/unit/bootstrap-popover.js,Jacob Thornton,Mark Otto;lib/tables.less,Jacob Thornton,Mark Otto;js/bootstrap-popover.js,Jacob Thornton,Mark Otto;js/bootstrap-twipsy.js,Rod Vagg,Mark Otto;
0f088af855908dc2e093772cfcf54c30893b952a,0,2,0,0,0,
0de951f4f41c798dead8525e78153fc6c5da1479,0,1,0,0,0,
b078050702d92551ab53545edfb484f39511278e,0,1,0,0,0,
b0976bb379d2c8826c13769a53f94079aa161c45,0,1,0,0,0,
d0447e9aa54898ea46596e0e2077f33f0dbd1968,0,1,0,0,0,
d9759abeebbca0681054f8da3ff7c3029948284e,0,1,0,0,0,
91e9f6fa91ea2f6d8cc47b8dbf1428847ad6504f,0,1,0,0,0,
065ed01b1f78a1e5d358b78304ef211d7b96f362,0,1,0,0,0,
335a8686dad95bf8e3c1bd2b1785a20ba9cc10ff,0,1,0,0,0,
3c7e3eb7d37507ba12d95024f06d6f872a44eecd,0,1,0,0,0,
ccd963e622bdcadc8a79f5b8c1bb770b09f63f20,0,2,0,0,0,
3b3dbd7229f53eb71759def4eca90dfd7a2699f8,0,1,0,0,0,
e7bc2063beb8ab1a36b5001d5847c6995b005a29,0,1,0,0,0,
2d67c3408465f44be7336abc6a00af870d2c18f8,0,2,0,0,0,
1c66779857066e662ff50bc8d6f05987965c0817,0,1,0,0,0,
e24bd40b4a38b190caad2da9b90c683167c76004,0,1,0,0,0,
f4f7296fa8b371ed06addd4e7d1f0662c01b2b76,0,2,0,0,0,
e555f38ae4b1a2503b8bd3599894bb6011e0adbd,0,1,0,0,0,
7e6797880a969de8b3d44be91dbc765b6ab48612,0,2,0,0,0,
5f209ed810b17fa88ad9683d1888f14965b19f9e,0,1,0,0,0,
fbc1ab14cc7e591f4b2e53ef3fb25ef7dc243fce,0,1,0,0,0,
58f7fd308a5c4511cf9a10a12c89d550c469b3f1,0,1,0,0,0,
74521e835489066d58813c960bc98d1713ea6074,0,7,0,0,0,
22fa3712598f6c7d7bcff44ed5ce01f96cbc6ca6,0,3,0,0,0,
41a410b8e631ddcc958568402f1ea1616f2a982d,0,4,0,0,0,
620d987f9f4a6e5d7bcf270159aea10e01d32a35,0,1,0,0,0,
19090ea33322e9d4309497f838f8627ca21734bf,0,1,0,0,0,
bc505560a05cd867ea8dbfbcefe2217223d58316,0,2,0,0,0,
418e2c7d58d9fc6a126a58427b14a2cf68f97423,0,1,0,0,0,
bdc22e71c8cbeddb1dbee9708ab68b4f23abb6f4,0,1,0,0,0,
f8c0efbcb45ba81204488b398d1d8ef2950850c6,0,1,0,0,0,
544120264d33945c1537b6621b29c71be3405d07,0,1,0,0,0,
35fdbad24b908714ff1a1221945598527a641863,0,9,0,0,0,
9fb380151d477f1741b7609ade7a9e7fd5450b2c,0,2,0,0,0,
a5a98a8a984512011dac1216b432b86c6eff96a4,0,1,0,0,0,
6de3ed53228c79bc4fde5086d1302f2367bc40a5,0,1,0,0,0,
312ee6cdfb20f7602924c90e6ae37cba62a39da4,0,1,0,0,0,
b1cba98aab5ee2d0576bbbbb92ba3488516290eb,0,1,0,0,0,
8f3150cf7158d3d949e59fed44112350c0724b74,1,1,0,0,0,bootstrap.css,Mark Otto,Jeff Adams;
cbb291b8ab316c3c0103da3c7b7a2c73596cfef2,0,2,0,0,0,
90f8eb6c144bbd409f196a0b33ec4ae2b47e1eb5,0,1,0,0,0,
d725ac2feb0abc1469ff526a29de2cf426639ad2,0,1,0,0,0,
5c86074fa9e5c8f39fa9ad4f4b8f028a8d5aebe6,1,1,1,0,1,
a21363a749f7d30a282e24cefd83840a5a3fca7c,0,1,0,0,0,
9a30b8c05d26aa6c8e80c0b81f2fb3d979157a24,0,3,0,0,0,
fb7fbdb278cc76c597acb69de5cd3a5d6eb77b00,0,2,0,0,0,
c7c5ce8dcd4cc6c56bc64007bf31b93760dbf2ee,1,6,2,2,0,Makefile,Mark Otto,Jacob Thornton;lib/scaffolding.less,Jacob Thornton,Mark Otto;
8ff18a9ffc9171977e58ecb517cad677ba1727b6,0,3,0,0,0,
218976a7d8a3b2b39363bf939cf914250c0c9930,0,1,0,0,0,
4c5320b18fb24356553dc14e13db69883797d105,0,1,0,0,0,
c40e0de3c1d837b2754f7717ebdc4a29c5f92cd8,0,1,0,0,0,
3407ed948d8454041f872d26e0c3e7752876147d,0,2,0,0,0,
a95a0ed71c935c61c7c3d045e82df0b1d0cf5725,0,1,0,0,0,
c797cb61a6a36459b0c3e7b628e22ad3518350e8,0,1,0,0,0,
79d5f907130a030963b802647e3ed3bcb6300a46,0,1,0,0,0,
1a8fb2dbf76b19c899ff8ae73a87c3727c1113cf,0,1,0,0,0,
6d118411e1d456553baf5d09aea15ff13f7b8ef4,0,2,0,0,0,
3c9c85b1ed85ae633d4b94f421020b84d24d9a5c,0,1,0,0,0,
0e13f8dca10ff19397d577b0916a72129183bfeb,1,4,1,2,0,lib/patterns.less,Jacob Thornton,Mark Otto;
ac57331323e8a36ccc25d474859288f0403e669d,0,2,0,0,0,
6638f87f5052cf9e1869e9811124daef1c6c1355,0,1,0,0,0,
db43777ddf2a72146621f385f54cba0d4103f80d,2,2,0,0,0,bootstrap-1.2.0.css,Jacob Thornton,Mark Otto;bootstrap-1.2.0.min.css,Jacob Thornton,Mark Otto;
3f242bc70cde589d41dd7574e273e29511c317d2,0,1,0,0,0,
a4dc2c8955e0db79cc800f38d949db0ba0e7ba9a,0,1,0,0,0,
251882892f27fa074d9f801c651060552a970282,0,3,0,0,0,
ec82b613d3d19b47416924cde3e583da1e0d95c5,0,3,0,0,0,
1b06f3e84e7f6bc57d2af6c9ffd97a94c911e072,0,3,0,0,0,
0159524413f7a90b90cff50fa07d07b85380845d,0,1,0,0,0,
0cb6804b6953d8fce53fcfae065288fd826d1941,0,1,0,0,0,
90d174a34d0c1c0da590fa8f21b1852e358ba0f9,1,2,0,1,0,README.md,Jacob Thornton,Mark Otto;
8c2df3ac3ad2c4d87e0057bc76986e902cd2959b,1,3,3,0,1,
e11c49cc48a70de1728ed18ca425db74e79c9938,1,3,0,0,0,bootstrap-1.0.0.css,Jacob Thornton,Mark Otto;docs/index.html,Jacob Thornton,Mark Otto;bootstrap-1.0.0.min.css,Jacob Thornton,Mark Otto;
b54dc13535ce50d26f3814a0246aae769ff45fc8,1,2,0,0,0,lib/patterns.less,Mark Otto,Jacob Thornton;bootstrap-1.0.0.css,Mark Otto,Jacob Thornton;
23ec21d0498a4a5c18dcbef9ec835bb0ef80aa22,1,4,4,0,1,
2f6f9ec6e05348ab68859ebf043a0d22d8956efc,0,1,0,0,0,
b59b82b032b2ef868e113b40014f36ff0d22adcd,1,2,2,0,1,
34a19915f4f8b53eb7a5f2ffa4c87f7d47853827,0,4,0,0,0,
ffd851d93a6616db01db94a945a0dbc2810a5c1a,0,1,0,0,0,
2fcb67777a238581cd9c649c5455ca78c8370926,1,1,1,0,1,
88bd6f72daaeb1cada7dab852e6f779af7b33823,0,1,0,0,0,
163e68ade6eb9e1a8a2e52aadf975612ab850579,0,1,0,0,0,
9282876b443daed99cbfac10ff6adace8b916f6b,0,1,0,0,0,
01c5e74bb3a351feb0c83ff14fb22244647eb82b,0,1,0,0,0,
80abe21189992f165ff8c7091743bda727adfedd,0,2,0,0,0,
