Hash do merge,Intersecção de Desenvolvedores,Arquivos em Conflito,Arquivos com Conflito causado pelo Mesmo,Arquivos Null,Relação Arquivos Mesmo / Total de Arquivos
089d434895fbe901d838e4dfb29cdb5941c47ab6,1,50,8,0,0,docs/examples/navbar-fixed-top/index.html,Mark Otto,Jacob;docs/examples/non-responsive/index.html,Mark Otto,Jacob;docs/examples/offcanvas/index.html,Mark Otto,Jacob;docs/_includes/components/glyphicons.html,Mark Otto,Jacob;_config.yml,Mark Otto,Jacob;docs/examples/cover/index.html,Mark Otto,Jacob;docs/examples/navbar/index.html,Mark Otto,Jacob;docs/browser-bugs.html,Mark Otto,Chris Rebert;docs/examples/grid/index.html,Mark Otto,Jacob;docs/_includes/js/alerts.html,Mark Otto,Jacob;docs/examples/jumbotron-narrow/index.html,Mark Otto,Jacob;docs/assets/css/docs.min.css,Mark Otto,Jacob;docs/_includes/js/buttons.html,Mark Otto,Jacob;docs/examples/starter-template/index.html,Mark Otto,Jacob;docs/_includes/css/forms.html,Mark Otto,Jacob;docs/assets/js/customize.min.js,Mark Otto,Jacob;docs/_includes/nav/javascript.html,Mark Otto,Jacob;docs/examples/tooltip-viewport/index.html,Mark Otto,Jacob;docs/assets/js/docs.min.js,Mark Otto,Jacob;docs/examples/jumbotron/index.html,Mark Otto,Jacob;docs/examples/theme/index.html,Mark Otto,Jacob;docs/examples/blog/index.html,Mark Otto,Jacob;docs/examples/signin/index.html,Mark Otto,Jacob;docs/examples/navbar-static-top/index.html,Mark Otto,Jacob;docs/assets/css/src/docs.css,Mark Otto,Jacob;docs/_includes/js/overview.html,Mark Otto,Jacob;less/variables.less,Mark Otto,Jacob;docs/_includes/js/tooltips.html,Mark Otto,Jacob;docs/assets/js/raw-files.min.js,Mark Otto,Jacob;docs/examples/dashboard/index.html,Mark Otto,Jacob;docs/_includes/header.html,Mark Otto,Jacob;docs/_includes/js/dropdowns.html,Mark Otto,Jacob;less/code.less,Mark Otto,Jacob;docs/examples/carousel/index.html,Mark Otto,Jacob;docs/examples/sticky-footer/index.html,Mark Otto,Jacob;docs/examples/sticky-footer-navbar/index.html,Mark Otto,Jacob;docs/_includes/js/popovers.html,Mark Otto,Jacob;docs/examples/justified-nav/index.html,Mark Otto,Jacob;dist/css/bootstrap-theme.css.map,Mark Otto,Jacob;docs/_includes/js/affix.html,Mark Otto,Jacob;docs/_includes/getting-started/browser-device-support.html,Mark Otto,Jacob;docs/dist/css/bootstrap-theme.css.map,Mark Otto,Jacob;
4775c9296ab95b49fc1e4b0f86d1db26176013ef,0,1,0,0,0,
d85e6af91b994d90e0078d41ac701080205443d2,1,2,0,1,0,docs/_includes/components/alerts.html,Mark Otto,Chris Rebert;
fecbaca9076067445df6e4e16d33b277d3c3b1a7,2,6,6,0,1,
4e55a867a02550030609dbf675aa1e00aeb92e9f,0,2,0,0,0,
5cfde0d3a5819374e5f750b4fcfedfccc5c19889,1,11,10,1,0,
cabb86d126584f48651431f431070dcf6bd9d76f,0,5,0,0,0,
dae1a68fb15be9015760df32e85d764ef092db44,0,9,0,0,0,
41f3af407bab6c77f61b1d1fc8d3526f5276076f,2,4,4,0,1,
81b59d35368bc51d361d0352cc92fe99dc580fbf,1,5,4,0,0,docs/_layouts/default.html,Mark Otto,fat;
b19719ea1af17aafc18cd2dd8963a95498cb1d20,0,1,0,0,0,
4045740c54504ede15f831c877f134752b6c12be,0,4,0,0,0,
0aa01f63e33e0fb4c0c770dba7d2a631b9b562d3,1,1,0,0,0,js/carousel.js,Chris Rebert,Jacob;
a4fa8d07c8679628d50d66b239874078735897f1,1,4,0,0,0,docs/dist/css/bootstrap.min.css,Chris Rebert,Mark Otto;dist/css/bootstrap.min.css,Chris Rebert,Mark Otto;docs/dist/css/bootstrap.css.map,Chris Rebert,Mark Otto;dist/css/bootstrap.css.map,Chris Rebert,Mark Otto;
d1872b4c98f26b1bfcd7e007133b97e6602dd0d0,0,2,0,0,0,
34891de173f1ea1dfd470d4cdeed52f83d9a253b,1,2,2,0,1,
d66b65ddde1b2f1a5cb14f601d30c552c79d7626,1,2,2,0,1,
326f6b2b873e7bd888204f754ebe394bbb124c56,1,5,4,0,0,docs/assets/css/docs.min.css,Mark Otto,Chris Rebert;
707b362b801d7a430c1911493a65085e81b4ee8d,1,1,0,0,0,docs/assets/css/docs.min.css,Chris Rebert,Jacob;
c42cd8164c8698cbc3acfbb99e525bd8f195d819,1,2,2,0,1,
31956be6ef6d1b1a2537c3441e69120ef3c99a2b,1,5,5,0,1,
4c3ef52fc12519b59584a4696e6b3eca70551ce8,1,6,6,0,1,
b7ab7998248696392d3d4c4b1335ef2b6b10d29f,0,2,0,0,0,
74c391b9ad8b35910e394bba39eee52e83f531c1,1,3,3,0,1,
a36643dd338537a9b4319fbab6e1dbf2e7d1cf9c,1,3,0,0,0,docs/assets/js/raw-files.min.js,mrmrs,Mark Otto;docs/dist/css/bootstrap.css.map,mrmrs,Mark Otto;dist/css/bootstrap.css.map,mrmrs,Mark Otto;
2f380a968353e1adc4a331e0c5892a07e1241ae7,0,7,0,0,0,
0b415c6099af274e13564d429ed9551004c71b5e,0,2,0,0,0,
b263a0197be84f4018c124b738e07e35c42d493f,0,1,0,0,0,
ef5d8e98e2e9aa87496eef8359667f7e052ae636,1,1,0,0,0,dist/css/bootstrap.css,Chris Rebert,Mark Otto;
0143e38a672335b7ca2d73d0de5b2a2b4618f9e9,1,1,1,0,1,
e25dacba149e23490da0028954be4ec3c1ded8a3,0,1,0,0,0,
12c619f5b9149a4d3f4d24efe106504b6a8a5004,0,7,0,0,0,
df3eb66ede02646c3ddc15b796d189f5effc60bb,0,3,0,0,0,
c8614c0f15f0ce78426c6403e57aff22c3ce2beb,0,1,0,0,0,
d6e07f045c2070f7b958a577549f7600ed45927b,1,1,1,0,1,
af39290a9de8b156bacfdc93d209a683f611714c,1,3,0,0,0,test-infra/npm-shrinkwrap.canonical.json,Mark Otto,Chris Rebert;package.json,Mark Otto,Chris Rebert;Gruntfile.js,Mark Otto,Chris Rebert;
4ccf088a24b8c0f9694458c81d44514559712a65,0,4,0,0,0,
8551f42ae2935c96bd37ae8ed15198a0cc22ede2,1,9,9,0,1,
e9199718d64dadc22d61b4cea8c77a2307455823,1,4,0,0,0,docs/dist/css/bootstrap.min.css,Chris Rebert,Mark Otto;dist/css/bootstrap.min.css,Chris Rebert,Mark Otto;docs/dist/css/bootstrap.css.map,Chris Rebert,Mark Otto;dist/css/bootstrap.css.map,Chris Rebert,Mark Otto;
e3cfd5821db94df0d6eb483d1f859da9dddd55a8,0,4,0,0,0,
c8315edd7397cd3b836da67d50a7c5d7eb7de90c,0,4,0,0,0,
06f1293acfc767d950adc329cf4abfc2b5c0b78d,1,4,4,0,1,
ace0abfdb6cc6d603a98afce85718345c32f9157,2,1,0,0,0,dist/css/bootstrap.css,Chris Rebert,Mark Otto;
d2f1887bb5e7b651b11d6dd22ce191c733717a83,0,1,0,0,0,
3b6ab5075e881f6486145f2b3aea22bf53ee44e7,1,1,1,0,1,
03f4534307988e0c46bd9ee5896977d0adcb7d41,0,1,0,0,0,
78e81a1de99b23aae96ceec81499490538aafbb5,0,1,0,0,0,
a633fc042d4060499964fca7333edc5ac55cde4b,1,2,2,0,1,
b93ce03f19079aaf977125ba27318df0107057eb,0,1,0,0,0,
cae63200d8a645f385349debd940666ddbca0b38,0,1,0,0,0,
eca81939ccb989d6677ed5660d1db812cfabbff8,0,3,0,0,0,
f4dd6221d4e7a8eaa9cd8ebe0457ad016f5058cc,0,2,0,0,0,
b17dca240e1e405088e0ebe316a3b3ebd3054e5b,0,1,0,0,0,
bacfd65cb2f9de9e9b4b3fcc83a3aef73befcb80,1,1,0,0,0,docs/getting-started.html,Mark Otto,Chris Rebert;
e68d3b961e8fc4cadf1db378054d4f73bb99c81b,0,1,0,0,0,
ea20f44815b535975d1f1416fee15bd1ea7acdb3,1,1,0,0,0,docs/assets/css/docs.css,Mark Otto,Chris Rebert;
9421f0af82bd80ad13815d180d95459f67d5fec1,0,2,0,0,0,
3e54be9ae61aa95dae7aa5719f38d6dc0216c7b1,1,1,1,0,1,
70459c1454d2d4d1df87e59c9dfa359c92b310bb,1,2,2,0,1,
b253cb2c1e34a41940c4933fb95c46da833fc5f9,1,8,1,7,0,
2a0b99104c596952bdac6a40053843dfba98534f,0,1,0,0,0,
162d9e1776ef55d741ffc80f8694c16c40de32ca,0,1,0,0,0,
5b02dbd97a0a480b0f800cb1011089dab9980300,1,1,0,0,0,_config.yml,Mark Otto,Jacob;
c25fa0661aa974019664e21517d2122dccf70095,0,1,0,0,0,
fe7fffe034f8a97aae004351ee46fe9a704a971e,0,1,0,0,0,
558b6a478d6dfdc5a8ee579c93d1080b553ac9a0,1,2,0,0,0,dist/js/bootstrap.min.js,fat,Mark Otto;docs-assets/js/raw-files.js,fat,Mark Otto;
5c2dfbf33b133a5e31035df970ffa05585eba422,0,1,0,0,0,
02c40ab9919ee87ec8f7688133cc71f64f460013,1,2,2,0,1,
07705673b6398ae9cfe2cb59b97d61e04efeb8bf,1,1,1,0,1,
1bc8607bdffe641d58191084b214138a98aba229,1,1,0,0,0,Gruntfile.js,Chris Rebert,Mark Otto;
d1f15baa713764440e8335b8dbab580887caaa12,1,2,0,0,0,dist/css/bootstrap.min.css,Tobias Lindig,Mark Otto;less/input-groups.less,Tobias Lindig,Mark Otto;
122245fe87bbd293a82ffa6b9c37d8b174b3dc0f,1,1,0,0,0,less/modals.less,Joah Gerstenberg,Mark Otto;
55f6beb4278979155549e17da6e87a2548ec0b88,1,1,0,0,0,package.json,Zlatan Vasović,Mark Otto;
46c3d27468accdf98dd49257f17bdc507890a1c6,1,2,0,0,0,dist/css/bootstrap.css,Zlatan Vasović,Mark Otto;dist/css/bootstrap.min.css,Zlatan Vasović,Mark Otto;
4c64c1eecdb52d943a50d2c181aeb915a3caed34,1,2,0,0,0,dist/css/bootstrap.css,Zlatan Vasović,Mark Otto;dist/css/bootstrap.min.css,Zlatan Vasović,Mark Otto;
323a40cc53dabf0561c588c8f8ccd690c5bb0a03,0,1,0,0,0,
83c60ef3eec234b3dac94c841fd1f13f94aab36f,1,1,0,0,0,docs-assets/js/raw-files.js,Geremia Taglialatela,Mark Otto;
a54dbfdf2a08ff04fc65f8e4f77ee5dc76bf4ef3,0,2,0,0,0,
ecc6f4e6bc00b16fe3316d51d54aebe98b07aa0d,0,1,0,0,0,
4fc2907723e7f7bb5b14eb5cec94d629b6834e7f,1,2,2,0,1,
de218bbba83b83f96f62b689a56b18b3ebcd191e,1,2,0,0,0,package.json,Mark Otto,XhmikosR;Gruntfile.js,Mark Otto,XhmikosR;
ea61a19a04e3bcd96f1dc0960375d926bb1dabb5,0,3,0,0,0,
2a4621b71f3440fac06f519fe9a0e61d4418dbe6,1,1,1,0,1,
c37b710e85e379ddffb305af8a765013c0cd0333,1,1,1,0,1,
12500047f984cbd921e810f7f9628556f49a282e,0,2,0,0,0,
a9b86cbfde788b2ffc066353b4f77c45345c0e78,1,3,2,0,0,docs-assets/js/raw-files.js,Mark Otto,Max Edmands;
cf81cb60ef9e29fd5b97c7a7d213dbf80cad0be6,0,2,0,0,0,
a42e9163cbf6dcdd72a004a4a7c2b787478e18b0,2,1,0,0,0,dist/css/bootstrap.min.css,Chris Rebert,Mark Otto;
4876cbeef8c79686ba31c3ed22771357d71dbe51,1,1,1,0,1,
53047fa587fc8ca5cc0cad751f71fca5470d453a,0,1,0,0,0,
82bbccde9bc91543e7b1a4612d4d87c75c737bba,1,2,0,0,0,dist/css/bootstrap.min.css,Zlatan Vasović,Mark Otto;less/grid.less,Zlatan Vasović,Mark Otto;
080aa7f5c8557b232005cb947df51968d4629656,0,2,0,0,0,
bb4a39d51cd644b212323a7e36f0b5af2682d0ca,1,1,0,0,0,dist/css/bootstrap.min.css,Zlatan Vasović,Mark Otto;
867422852130111e886df94ab0e5cd412ae2bafc,1,1,1,0,1,
b5f9cc20578fb57b2b69e10cf32bba55f9c940e4,1,1,0,0,0,dist/css/bootstrap.min.css,Zlatan Vasović,Mark Otto;
b7b72cc8773b88d4ba23a84847e93fb9e8d3e1bb,0,1,0,0,0,
6df6723c156ab565c7b6341fc58582fceadd7649,1,1,1,0,1,
f4854301d2a1ead2ada842a5a84f224422a7c71d,1,2,2,0,1,
2eec3f919e7bd7ee847c2631ae9c53515cac1c8f,0,1,0,0,0,
369f5ba760993001fe6c4cc56ee3cf0327c3395d,0,1,0,0,0,
bc76be5dcf0b872a736e0dbf2f2f373ca928234e,2,1,1,0,1,
ac6a7f044e71bc2aa7a7aee1700b204ebd7a20bf,1,1,1,0,1,
fa64846acfef78487859e5e9f311ea401ee4c1cd,0,1,0,0,0,
6307d2c94d879e802610e366087bff75883d70a4,0,1,0,0,0,
bf73f1f9d3ccb4e3753066b2d697e99b94a0f155,1,1,1,0,1,
265fda7903e189ee0d2d7201cc92bf384fc53043,1,1,1,0,1,
e62e7ffcbc382f76cb30aa09d770bed381fb05fc,0,1,0,0,0,
e148923f2764d0af6f7d6fb1b601840d241759b5,0,1,0,0,0,
d88e743b417c3e149c9fcb02c8d5580afb8baee0,1,1,1,0,1,
b0ea3a08cde1a4507cc0f171cbe335407a84b738,2,2,2,0,1,
37933a9e08e24e0683c3909aaabe79888e006ba6,0,1,0,0,0,
5c4c7eba54b27711bd7edf411417122cb154e787,0,1,0,0,0,
394161f281fc643d2f2ab7b7064972310730e018,0,1,0,0,0,
dcdafa422057863aea3e328e1d86ee25eda7e37b,1,1,0,0,0,javascript.html,Chris Rebert,Mark Otto;
560753da969a38049a667aefe2ae10a6c61f4386,1,1,0,0,0,dist/css/bootstrap.min.css,Chris Rebert,Mark Otto;
fc0e7686fba0ea64719ae968585b0e4846ea0c8b,0,1,0,0,0,
0a2ec5545b499d87aca5b132ba7ac6bc5ede0949,0,1,0,0,0,
b86cd3bc3d866838127e7af15f665c70e7f50847,1,1,0,0,0,less/variables.less,Chris Rebert,Mark Otto;
f8de960c388c8235a32e05808e9d0a351d3492bf,0,1,0,0,0,
f7a7cb479fa53b38524f2f79cac262a0736be97b,0,1,0,0,0,
a9378a92670f4bf5ccb753191af795c45bb64998,1,2,2,0,1,
a1db2d7a5ee452ee272f0d040aceec6f947a8b75,1,2,2,0,1,
9dcae610e97c5422652d7212fda5985de1653d4c,1,2,2,0,1,
c240460f0b38ab2a2bc4f542695a4ca4e1748487,0,1,0,0,0,
7b4e2a9a4a9c3d6dc2298bb7a4cbfd9d86ac32fa,0,1,0,0,0,
f8b65b41ab0c1bc130c3ca521fb99214f5509568,1,1,1,0,1,
18766db63423e9151d1be4de061016b7a53ff8a1,1,1,1,0,1,
ba20e512ce53e7cc771ba06d492a01d48db6cc97,1,1,1,0,1,
441e04c84a8a5dd4f55aad61c35c54aded41cc1d,1,2,2,0,1,
728a5e17d667422cdad791e06375e8e9a0f80cc1,0,1,0,0,0,
c5ca743cb7a3e4ca17979854f35d21d91a7b6ef7,1,1,0,0,0,dist/css/bootstrap.min.css,Mark Otto,Luis Aleman;
a9d6b7ee0b4dd7b109daabd586d6198898816dd0,0,1,0,0,0,
00867616605363ab2f08a8603d898d4fa68fd7a3,0,1,0,0,0,
48bcf8164617772f7b14df298a045a409720f057,0,1,0,0,0,
17f9ddd8ec6e7b76f6361b25b85e8b675a410880,1,1,0,0,0,components.html,Chris Rebert,Mark Otto;
bd93ed2cb6034de2f287f7508b4fd0b1d28ab0d3,1,1,1,0,1,
33a88c9a94761a0371b0b3084de9009749033067,1,1,1,0,1,
80eb09cc1b1db0e7899039f67adf78f0b14ac9a5,1,2,2,0,1,
c52a3508c616da928622bdfc930e2e11741a65e2,0,1,0,0,0,
89b69ed77035eeb9c0034534d75fdb2062f10d47,0,1,0,0,0,
402dbfb6171e18aa44e19429e796169f02b0adf7,1,1,1,0,1,
076ec90d0bb689099cd884d3bdbaf8f811b8b6d4,0,1,0,0,0,
219f0fe7c54d6ece4fcfc58b140189c12e63f360,1,1,1,0,1,
04dc22103706519dfc48c6634351a66a3218221f,0,6,0,0,0,
96136dbb56e136278cc7084caf84291949925d0c,1,1,0,0,0,dist/css/bootstrap.min.css,Mark Otto,liuyl;
4bac2c567a139958cb2ff35f7ad30c7dcd8527a3,1,1,0,0,0,dist/css/bootstrap.min.css,Mark Otto,liuyl;
a3be713f8f61e8c37c4bf3db94a51dfc83ac935b,0,1,0,0,0,
83eea13e6395d414a3c297c24b7f0f5dd7d7acce,0,1,0,0,0,
88dd20e6ac7df964837960fe6b7df68b698d3644,0,1,0,0,0,
93eeb8578d3d5d2629f27316af71395817b23bdd,0,1,0,0,0,
c3e662641135b9fadeff589682e85eb4ace4bce6,1,1,0,0,0,.gitignore,Mark Otto,Nicole;
1cf0a07f174261e8ee05cfd294d5147e27e22d40,1,1,0,0,0,css.html,Mark Otto,James Holland;
1f40da9676d0e29329fcf0925409a70acd02daaf,0,1,0,0,0,
3cfa1c8a30beb081167105b7ea006e9089e566f5,0,1,0,0,0,
b5f2482a58891c52cbf46c2419f883a519577bd3,0,1,0,0,0,
12468c61037469985e0cc1669966d63208becc75,0,1,0,0,0,
6ec8a1e44f6b58ed57d015916a4fe39bfb0e2340,0,1,0,0,0,
4d73aa60f953e0cb6c3b871d11a5c95617d0ca5b,0,1,0,0,0,
102df4ff3334663b20c8730bbb32a673b4259edf,0,1,0,0,0,
f0d071832284d968f2cb72b0bb576f8112a349de,1,5,3,0,0,docs/getting-started.html,Mark Otto,fat;docs/_includes/nav-getting-started.html,Mark Otto,fat;
542e03ae3a2209b87e4db999b6ea869faf9293a9,1,3,0,0,0,docs/css.html,Mark Otto,Julian Thilo;docs/customize.html,Mark Otto,Julian Thilo;docs/components.html,Mark Otto,Julian Thilo;
a049dcb7f60def107be3a141de811e5a875e8049,0,1,0,0,0,
62f76ad33f5a70c21f91e729963e049547ffc391,1,1,1,0,1,
3285f4c3062f4a56eaed2461a3128a2e6a3ba9cc,0,1,0,0,0,
a4c16155a21c7bcad9b1d52e2141425cdb7df494,0,5,0,0,0,
31dcb911893c1f7b6eebe097705a3e64568c8654,0,1,0,0,0,
90e4ff73d25e426cf19bb84392510f78e2cd2fd8,0,1,0,0,0,
3c7a43a1f373d0c534476578b96a75ae2e63c985,0,1,0,0,0,
7cceaa69560b22acac6297d21a2e2e752d667912,1,1,1,0,1,
e60c07327b0b5d4ff6700b8848ba77c3040144d5,0,1,0,0,0,
8e59357bc56b57d1482847bff0706c12efb0039c,0,1,0,0,0,
7c3c5ed7cc07748d33989058d9e7eef11e367c28,0,1,0,0,0,
954dcc0dc50212bc19a2789beb8d3c02214a198d,0,3,0,0,0,
8d5a9371be9c727fefc6299d265475df625bc762,0,1,0,0,0,
00169b48bd69ee0e203cfb557de99887811b924e,0,1,0,0,0,
1f160d4c12e2801d5ede245099d74386f91214a8,1,1,1,0,1,
a70c50d1f70ffa1582a2bdba7a9a0ce6c40fd60b,1,38,0,0,0,docs/assets/js/bootstrap-collapse.js,Mark Otto,fat-kun;docs/assets/js/bootstrap-popover.js,Mark Otto,fat-kun;docs/assets/css/bootstrap-responsive.css,Mark Otto,fat-kun;js/bootstrap-button.js,Mark Otto,fat-kun;Makefile,Mark Otto,fat-kun;less/bootstrap.less,Mark Otto,fat-kun;docs/assets/js/bootstrap-scrollspy.js,Mark Otto,fat-kun;js/bootstrap-carousel.js,Mark Otto,fat-kun;docs/templates/pages/index.mustache,Mark Otto,fat-kun;js/bootstrap-tab.js,Mark Otto,fat-kun;component.json,Mark Otto,fat-kun;js/bootstrap-alert.js,Mark Otto,fat-kun;docs/assets/js/bootstrap-alert.js,Mark Otto,fat-kun;docs/assets/js/bootstrap-dropdown.js,Mark Otto,fat-kun;docs/assets/js/bootstrap-button.js,Mark Otto,fat-kun;docs/assets/js/bootstrap-tab.js,Mark Otto,fat-kun;js/bootstrap-dropdown.js,Mark Otto,fat-kun;docs/assets/js/bootstrap-transition.js,Mark Otto,fat-kun;js/bootstrap-typeahead.js,Mark Otto,fat-kun;js/bootstrap-collapse.js,Mark Otto,fat-kun;docs/assets/js/bootstrap-modal.js,Mark Otto,fat-kun;js/bootstrap-modal.js,Mark Otto,fat-kun;js/bootstrap-transition.js,Mark Otto,fat-kun;docs/assets/css/bootstrap.css,Mark Otto,fat-kun;docs/assets/js/bootstrap.js,Mark Otto,fat-kun;docs/assets/js/bootstrap-typeahead.js,Mark Otto,fat-kun;README.md,Mark Otto,fat-kun;js/bootstrap-affix.js,Mark Otto,fat-kun;less/responsive.less,Mark Otto,fat-kun;js/bootstrap-tooltip.js,Mark Otto,fat-kun;docs/assets/js/bootstrap.min.js,Mark Otto,fat-kun;js/bootstrap-scrollspy.js,Mark Otto,fat-kun;package.json,Mark Otto,fat-kun;docs/assets/js/bootstrap-affix.js,Mark Otto,fat-kun;docs/assets/js/bootstrap-carousel.js,Mark Otto,fat-kun;docs/assets/js/bootstrap-tooltip.js,Mark Otto,fat-kun;js/bootstrap-popover.js,Mark Otto,fat-kun;docs/index.html,Mark Otto,fat-kun;
6663a35562a19d659fc16c8e2711479300a439f4,0,1,0,0,0,
87a317f42fbe6e1312937bc0cfa05a97f10a8096,0,2,0,0,0,
5ac2f304a85bc9bfb8b0a23af60adb8c3a144509,0,2,0,0,0,
ae525258af17ef8f14259971442eacbec31d1d01,0,2,0,0,0,
2aa1a4dc706606e060525907574bb648b773f312,1,1,0,0,0,docs/assets/js/bootstrap.min.js,Mark Otto,fat;
1bf070b4ce5ee40e4d248053d109c179bb42caf9,0,1,0,0,0,
421f9f67c44d4b7c971b42808687ae7b71c99151,1,8,0,1,0,docs/templates/pages/base-css.mustache,Mark Otto,fat;docs/assets/js/bootstrap-popover.js,Mark Otto,fat;docs/assets/css/bootstrap-responsive.css,Mark Otto,fat;less/mixins.less,Mark Otto,fat;docs/assets/js/bootstrap.js,Mark Otto,fat;js/bootstrap-popover.js,Mark Otto,fat;less/tooltip.less,Mark Otto,fat;
3b56227553f40cc567e161c68c64f1e315fd5241,0,1,0,0,0,
3db1b902c8a5905a382a572c7b54776b10ca2e6b,0,1,0,0,0,
43da258bd9e67e0aaa850bd92c95937f7d586796,1,17,17,0,1,
15c7e73abd8d97f0139d177d05c94e26faa17dd2,0,2,0,0,0,
0a3e3a50fe78dab1ce6e2359a78b6aa5246e3c50,1,2,2,0,1,
e4aa1fcef4e4a7b9830ff13a204170478695c1bb,2,2,2,0,1,
2553d74b5459a3093e3dd42eecd9766005c024be,1,2,2,0,1,
83e5c01856fbc7003ea949ac5c2416339145426e,1,6,6,0,1,
68475f87079124710e2f3c2eb96dbd6a45df16cd,2,1,1,0,1,
d9b35c2602b18c78a72ba4b1698b3ec93ccb868d,1,14,13,1,0,
cecabeadecf5f586f255dc7e6c8d7c4c43eca21b,1,1,1,0,1,
7d8d5c783815d83bddc6969052f1600c45246d57,1,56,35,1,0,less/bootstrap.less,fat-kun,Mark Otto;js/bootstrap-carousel.js,fat-kun,Mark Otto;docs/assets/js/bootstrap-dropdown.js,fat-kun,Mark Otto;docs/getting-started.html,fat-kun,Mark Otto;js/bootstrap-dropdown.js,fat-kun,Mark Otto;js/bootstrap-typeahead.js,fat-kun,Mark Otto;docs/templates/pages/javascript.mustache,fat-kun,Mark Otto;docs/assets/js/bootstrap-carousel.js,fat-kun,Mark Otto;docs/assets/js/bootstrap-tooltip.js,fat-kun,Mark Otto;docs/assets/js/bootstrap-collapse.js,fat-kun,Mark Otto;docs/assets/css/bootstrap-responsive.css,fat-kun,Mark Otto;Makefile,fat-kun,Mark Otto;docs/templates/pages/getting-started.mustache,fat-kun,Mark Otto;js/bootstrap-collapse.js,fat-kun,Mark Otto;docs/assets/js/bootstrap-modal.js,fat-kun,Mark Otto;js/bootstrap-modal.js,fat-kun,Mark Otto;docs/assets/js/bootstrap.js,fat-kun,Mark Otto;docs/assets/js/bootstrap-typeahead.js,fat-kun,Mark Otto;js/bootstrap-tooltip.js,fat-kun,Mark Otto;package.json,fat-kun,Mark Otto;
6f8e315b1dd5a478630b365733b49e1765e96283,1,1,0,1,0,
be74ad7e0d44c30333b08e8200ce128b1ead5b38,1,1,1,0,1,
a5e04c0799b64421f413321c29455e93187ad35a,1,4,4,0,1,
72f13e2870c431f132b9f63cc9d7e87bc6810425,1,41,41,0,1,
09dde5c84ab890404703c95f704978f5cf88fa2b,0,2,0,0,0,
51b1a027dacfb31f80ddff1755a19530d89d912d,2,1,1,0,1,
6649918c7f4df9ad8288728c6cef1ee48dc63b9a,2,2,2,0,1,
bc0b94a3fdc8fe480c74f4494073e2c0addb265e,1,9,4,1,0,docs/templates/pages/base-css.mustache,Mark Otto,billy gates;docs/templates/pages/components.mustache,Mark Otto,billy gates;docs/assets/js/bootstrap.js,Mark Otto,fat;less/breadcrumbs.less,Mark Otto,billy gates;
cb67366206b318c183b00f6bc6f30652518147b8,2,1,1,0,1,
33e14fe5bfd7a7091ab491a961d66a2a2580f1de,1,9,9,0,1,
fca35c0dba060da14ccb29fc56dc37aa1de533c4,0,7,0,0,0,
7e56e2265d67ae81ad8be52af4d56f189929207a,0,1,0,0,0,
57eed7867bfd79a186ab40be09bcf60a595bdb92,0,6,0,0,0,
c0bbe1692c72d046f7496a9dc90329cc1a51c54d,0,3,0,0,0,
ee93541421e41f3a9589f9c945ef4a6614f48b4b,0,3,0,0,0,
1af0021014a1c50ac02facd23a36dfc8f74cd143,0,2,0,0,0,
a56de2b84f8d6b4952c400847a7d73e7c3abd536,0,3,0,0,0,
a249d1c8ee597c4f0f29da55b15cf35accd4221c,0,3,0,0,0,
1477e081d46ebf6a5e6acb06debb7edb1a324918,0,17,0,0,0,
b5af762ef59e1fa97f4386f5feadb67aa5183fef,0,1,0,0,0,
31c1eba51bf3f5a988e7bef9da88372e673c30c2,0,2,0,0,0,
7f3b94c45315475a129ace3c22e122808c2dbcaa,0,1,0,0,0,
4ab7b77aa3750ffb64bfc544850c2722053ebbda,1,7,7,0,1,
e6d6c7a413d69afc41c3c57b72f1b0dedfdbb516,1,2,2,0,1,
bbd543db53cd8c5d295db67af2bc2517d5c11f1c,1,2,2,0,1,
ce19e63d5b068ba0698dee4e2d99c725f6799b0d,1,6,6,0,1,
917b46a3430b33b7f2cde9ffe67a13aaa935e9a3,0,5,0,0,0,
7e2958121028b4fdfcd40f7d03dd3c37ceba6a51,1,2,2,0,1,
7762a77c21905a71bc9b260052cadc80740d0d37,2,1,1,0,1,
5d63e8e2a84468351b4c1ee6cc21f48e95ea27bf,1,1,1,0,1,
5b2f2ed82181c651626b541aee6963f74bf8be31,1,3,0,0,0,docs/assets/css/docs.css,Jacob Thornton,Mark Otto;docs/javascript.html,Jacob Thornton,♒∆✝;docs/templates/pages/javascript.mustache,Jacob Thornton,♒∆✝;
f085dbadd18208386649717f4f1bcba62d6119de,0,13,0,0,0,
cb1a59caa013e0fbe992bb305502f37bc7141c92,0,2,0,0,0,
a1ad6d124a2ad22b9afcd16d90fc572b10fa9ffc,0,2,0,0,0,
50a945e084e0153bd7e087cf29cdb2c176dbf4b8,0,1,0,0,0,
9a4ee790e1e58e321b604bb66380b2ce2f00faf6,0,1,0,0,0,
5e5965ca6fe719e83f5eb06222170b87dba78f02,1,3,3,0,1,
3aa89ded21bbf4b8b846edd2e9755a0e31c4b79b,2,1,1,0,1,
e659dc7e1be2e09cec34703dce8c737496e3504e,1,3,2,0,0,Makefile,Jacob Thornton,Mark Otto;
cad8f2b43acac39958c5f3fb04e9d922900e7b89,0,1,0,0,0,
6c221d65e3b73a8ad0270ee2876260177df68620,0,1,0,0,0,
2dbce887df8ffec477929c92085745af9b93feaa,0,1,0,0,0,
8dc1a0eadebb68e4e0c4523a32b1cc103e8a6d4e,0,1,0,0,0,
