Hash do merge,Data do merge,Tempo de isolamento [ramos],Tempo de isolamento [merge],Desenvolvedores 1,Desenvolvedores 2,Diferentes desenvolvedores,Mesmos desenvolvedores,Intersecção de Desenvolvedores,Commits 1,Commits 2,Arquivos alterados 1,Arquivos alterados 2,Intersecção de Arquivos,Conflito,Arquivos,Chunks
9c14c8c24c8f368d1abb76530aef72f480aa0452,2013-08-26 11:48:27 -0700,3.1085069,6.9999537,2,1,3,0,0,3,1,3,1,0,NAO,0,0
690dd3c45b879d6522435d2bc13076c9c0021aa2,2013-08-22 11:58:26 -0700,6.6188426,10.0461343,6,1,7,0,0,18,2,13,2,0,NAO,0,0
3057b07f831c7631677294610031cbaf079ecb5b,2013-08-19 11:48:31 -0700,6.0078819,7.0392477,4,1,5,0,0,14,3,11,2,0,NAO,0,0
48bf0ebfc1b8b2638bf48bfdf2d1035aff713578,2013-08-19 11:48:11 -0700,5.9894676,7.0390162,4,1,5,1,1,13,1,10,2,1,NAO,0,0
eea67b03b114033d7226fb11a5c6982a91d1fcdf,2013-08-19 11:21:40 -0700,5.9879167,7.0206019,4,1,5,1,1,12,1,9,2,1,NAO,0,0
5919648589b01889ba03048eb6195511939e14c7,2013-08-19 11:19:26 -0700,5.9634491,7.0190509,4,1,5,1,1,11,1,8,1,0,NAO,0,0
5cf86d0879e874a0d8c5b0d93adc007ad0a613e6,2013-08-19 10:44:12 -0700,5.9564583,6.9945833,4,1,5,1,1,10,1,7,1,0,NAO,0,0
7ade04b8e8ebbd67037c51aef5deb9c306a86ce0,2013-08-19 10:34:08 -0700,5.9060417,6.9875926,3,1,4,0,0,9,1,6,1,0,NAO,0,0
76ddc19338c295635d5f74667f046c12f6c908de,2013-08-19 09:21:32 -0700,5.9048843,6.9371759,2,1,3,0,0,5,4,4,2,0,NAO,0,0
463b7c032bddf6a490130a8965c67088b8fc2371,2013-08-19 09:19:52 -0700,5.9022685,6.9360185,1,1,2,0,0,4,1,2,2,0,NAO,0,0
6664ad71d0de00fd92cf83615021c32c81793227,2013-08-08 12:04:34 -0700,3.4973380,6.4983333,4,1,5,1,1,8,1,11,1,1,NAO,0,0
2f107036cdd9055a7b46496635866ae87435d5f7,2013-08-08 11:42:28 -0700,0.0644329,1.5065972,1,1,2,0,0,2,2,2,2,0,NAO,0,0
03efa302b0d4b7811f255343593f6cfd5f2219a6,2013-08-06 23:49:50 -0700,7.7422569,8.0729514,3,1,4,0,0,5,2,8,2,0,NAO,0,0
01d2135e1451f71485719bc45f3757ef5be4ee27,2013-08-06 23:32:58 -0700,0.9576620,1.9907407,1,1,2,0,0,2,1,7,1,1,NAO,0,0
569e17f48e629f4fdf87d4729b819ce9a90ea8ad,2013-08-04 23:46:18 -0700,3.6163542,8.9693866,2,1,3,1,1,3,1,13,1,0,NAO,0,0
b687b0f47163a8c71b83cc9347024f075a628a36,2013-07-29 22:04:47 -0700,5.3887384,6.5363773,2,1,3,0,0,6,1,16,1,0,NAO,0,0
3e2d8f7946e04e3b428c3f47a173a5dfd1aac860,2013-07-29 09:19:25 -0700,3.0213542,6.0048727,2,1,3,1,1,5,1,5,11,0,NAO,0,0
7883f25e1de3556fd7f9ee3ac00b523dcde728ab,2013-07-27 00:30:23 -0700,6.5915741,6.6237384,3,1,4,1,1,6,1,8,2,1,NAO,0,0
ec4a1bdd1222230fb87b8eea2e0ede3fa151ddc8,2013-07-27 00:06:44 -0700,2.9985417,3.6210648,1,1,2,0,0,2,2,2,2,0,NAO,0,0
1d7d55354597d8cebad612e4f61a79b506231330,2013-07-26 23:57:32 -0700,9.4662500,13.3621759,3,1,4,1,1,10,2,76,2,1,NAO,0,0
5b83c5ca6370fed0bae980e192f80a24975b11ef,2013-07-23 09:12:24 -0700,6.6790278,9.7475000,3,1,4,1,1,9,1,76,4,1,NAO,0,0
ae34b8100eb925832c7c0bc729ba0485de77bde6,2013-07-20 14:18:48 -0700,1.1139005,2.1993403,1,1,2,0,0,1,1,2,2,1,NAO,0,0
1288edbae963daf5f5487242e925c8054856313c,2013-07-18 09:31:45 -0700,3.4107870,3.7572917,1,1,2,0,0,2,1,2,2,1,NAO,0,0
cc58cf6fba781b1ef30f4f21b34baddde4e08b64,2013-07-07 12:12:39 -0700,0.0420486,5.0574884,1,1,2,0,0,1,1,1,2,0,NAO,0,0
d4c70eb1400b3f87e0aa75895100baa23f92bb76,2013-07-07 11:11:48 -0700,10.5506713,14.3516898,5,1,6,1,1,7,1,19,2,0,NAO,0,0
ecd0a503941538ac5a834ae18f300b839bacae5f,2013-07-02 10:49:52 -0700,0.2641088,4.9465278,1,1,2,1,2,1,1,1,12,0,NAO,0,0
1ccf6b9e98161c4e1a603ac28712c9d0aeb77e46,2013-06-27 12:06:52 -0700,4.6354514,7.0786227,3,1,4,0,0,8,1,10,2,1,NAO,0,0
68ce25eb2d332ca7065e6e75628f6ac5cc9367d6,2013-06-24 08:54:05 -0700,1.2297222,1.5087731,1,1,2,0,0,1,1,2,2,0,NAO,0,0
fdc988184f761a610f49747c7cdae513cf4df328,2013-06-24 08:16:10 -0700,22.3559259,26.6157870,11,1,12,0,0,35,1,73,2,1,NAO,0,0
c3a68bb93c990deacf9ce80a2f50a38a5fde7ae0,2013-06-23 12:45:22 +0300,0.2294213,2.6595833,0,8,8,0,0,0,17,0,66,0,NAO,0,0
fbba084bafbf2efd07e4465062c0853f7953630f,2013-06-22 20:41:27 -0700,17.0021065,19.4248727,8,1,9,0,0,17,4,66,4,0,NAO,0,0
fb05577991e8a95f5011258c221abc99648f92ea,2013-06-20 10:13:39 -0700,5.2307870,9.8027315,4,1,5,0,0,6,1,61,1,1,NAO,0,0
fa26e8017f312179d23e244570bde67c5accd7ac,2013-06-18 16:36:40 -0700,4.2207755,8.0687153,3,1,4,0,0,5,1,6,55,0,NAO,0,0
79b9f5d08b9e8f384ed56df2e82f0c7c510f66e4,2013-06-18 16:35:33 -0700,0.1812153,1.1163426,1,1,2,0,0,1,3,2,2,0,NAO,0,0
0ef623c39ea8499e48e0c155d3edb5f800a2666f,2013-06-18 15:41:19 -0700,3.1044329,8.0302778,1,1,2,0,0,1,1,3,2,1,NAO,0,0
75a6ee112f6a1864018cb9ef7242bd524bb4a232,2013-06-10 09:50:19 -0700,15.4682176,18.4805556,7,1,8,1,1,22,2,12,2,1,NAO,0,0
d94e3747fc77b212e5f534443c5f9456bd2495e2,2013-06-05 02:20:10 -0700,2.8870370,7.3685648,5,1,6,0,0,17,2,8,2,1,NAO,0,0
d126d0d8e589bf89937c6079e4867a53066fa040,2013-06-03 10:28:02 -0700,10.9231713,11.5067477,4,1,5,0,0,12,3,8,2,1,NAO,0,0
bfc89ad4c03752c530f8480ce4a363999ca9f4b2,2013-06-03 10:26:46 -0700,10.9194792,11.5058681,4,1,5,1,1,10,2,7,2,1,NAO,0,0
cab7d36e3f193b794e96e6048386c94f4dbd979e,2013-06-03 10:18:58 -0700,37.5409954,38.3932523,11,2,13,1,1,56,5,58,2,0,NAO,0,0
74d5ca2bd78b5e0a9cd4cb2a37ab4d7ee118631d,2013-06-03 09:43:46 -0700,7.5373843,11.4760069,1,1,2,0,0,2,3,3,2,0,NAO,0,0
31fb450d23fc4b35a5c7159d0aed8af431ecf11d,2013-05-28 17:29:26 -0700,1.6217361,8.2720139,2,1,3,1,1,3,2,4,3,1,NAO,0,0
33e225c619ba16abbf9fa98806324f0d9f3491f8,2013-05-23 09:08:14 -0700,6.2661227,11.8390394,1,5,6,1,1,1,21,2,11,1,NAO,0,0
90ec201d2d8c420f650c8bf871744421a911174a,2013-05-22 22:18:19 -0700,1.1114468,2.4726273,1,1,2,0,0,1,2,2,2,0,NAO,0,0
d48d9c3aeb37107a0192d5d4e791a0db1c9d7e1c,2013-05-22 21:03:29 -0700,1.1082407,2.4206597,1,1,2,1,2,1,1,1,1,0,NAO,0,0
96b90aa5b4c62c9f1011b407aa3dd91840d642a1,2013-05-22 17:20:25 -0700,8.8673843,11.1808333,5,1,6,1,1,21,1,11,2,1,NAO,0,0
368f93c87fd97c80b5a5bbf9af384db065d5c870,2013-05-20 10:56:26 -0700,6.2111806,8.9141782,4,1,5,0,0,19,1,9,1,0,NAO,0,0
4c8a9e6afa6c0f1319491aec4b22446c40a8584f,2013-05-20 09:13:59 -0700,34.7338194,41.9916319,1,10,11,1,1,1,53,1,95,0,NAO,0,0
b71338d0de038654944ac4ef78bcb9be36fcee71,2013-05-20 08:12:02 -0700,2.6479051,8.8000116,2,1,3,0,0,13,2,4,2,0,NAO,0,0
41d63f66c48f6955322cefb038c51fde8e30447f,2013-05-17 00:54:55 -0700,1.6738310,5.4964583,1,1,2,0,0,12,1,3,1,0,NAO,0,0
84975d3157157ee9e2f8e9d02256bfd221f0ae60,2013-05-16 21:56:47 -0700,30.3918634,38.5213542,7,1,8,0,0,38,12,91,3,1,NAO,0,0
7ebea6f4539c19b5ac4d7161e435100f5548fbab,2013-05-11 09:49:28 -0700,90.2516551,91.8735301,1,23,24,1,1,12,107,6,136,1,SIM,1,1
7d89c118381d0c51496da3aea853291b606f3224,2013-05-10 00:45:22 -0700,4.0980671,10.5304398,1,1,2,0,0,1,1,2,29,0,NAO,0,0
2e496f57fe72d0ca0ec03342ceb8db6e09e7af45,2013-04-29 12:01:32 -0700,1.2165972,2.5108565,1,1,2,0,0,1,1,2,3,0,NAO,0,0
360b7f0210c1c6b5576ad7b992f077f4e884eca8,2013-04-29 10:56:45 -0700,0.1374653,3.4194907,2,1,3,0,0,8,1,7,2,1,NAO,0,0
bc2933a1b2668356c75971ad28a13cc2130a91ec,2013-04-27 00:14:55 -0700,13.9905671,18.6172801,2,1,3,0,0,11,2,49,1,0,NAO,0,0
26d3dd58a60ea0496d9833744d30830dd6b1947b,2013-04-26 23:45:54 -0700,2.8965509,3.0101852,2,1,3,0,0,11,7,49,2,0,NAO,0,0
5b747a75cfbef92eef394d0be7c079a5109adb08,2013-04-08 09:26:02 -0700,1.2142477,2.3978356,1,1,2,0,0,1,6,1,3,0,NAO,0,0
c43a72c10c0ac964b6674f7dc6fc1e56f14a445d,2013-04-05 23:38:58 -0700,2.5389120,2.5966782,1,1,2,0,0,1,1,1,2,0,NAO,0,0
147f159266ae7fdabe799810e918a8e1fe67cbef,2013-04-03 09:19:45 -0700,2.4740856,2.9388079,2,1,3,0,0,4,1,3,2,1,NAO,0,0
a23dde6625886f29a428810fd91d2e7e11717f1b,2013-04-01 23:55:39 -0700,34.9225116,37.9598727,8,1,9,1,1,35,2,72,2,1,NAO,0,0
5774d893cb03f620c1d404df164e0b8f36286634,2013-03-31 10:14:57 -0700,7.7936921,13.7838310,5,1,6,1,1,26,1,62,3,1,NAO,0,0
898b66d23542af8e0c40e185a6457725b6b94e42,2013-03-30 01:09:22 -0700,31.8796759,35.0110648,6,1,7,0,0,31,1,67,2,0,NAO,0,0
13e89788bed7df556061359fbe5be201c0f6a91a,2013-03-29 22:51:31 -0700,6.6676505,12.3092245,3,1,4,0,0,21,4,57,3,0,NAO,0,0
85ed279b1fa35f1c7bf918b210f1a91e3eeae4e8,2013-03-25 10:26:46 -0700,17.7487616,30.3981481,2,3,5,1,1,20,6,56,11,1,SIM,4,4
98cd46aa46f38561ed76bf0a20d3fdc3e9511bf2,2013-03-25 10:20:03 -0700,2.5871875,32.9891898,4,2,6,0,0,5,20,9,56,0,NAO,0,0
3b0eefa90509bace7f433f9d7d074230fb982e0f,2013-03-07 15:21:50 -0800,15.2073843,15.2407870,10,1,11,1,1,25,2,18,7,1,SIM,3,3
609ebef6460ef7fc00167b3734420862beb138d8,2013-02-22 23:53:26 -0800,11.1154861,14.5012847,8,1,9,0,0,27,1,18,6,1,NAO,0,0
c38dc85a99e9955c8db3d302d2c4906806a357c3,2013-02-22 14:59:28 -0800,1.4400347,2.1937269,1,1,2,0,0,1,2,1,2,1,NAO,0,0
7f2df6e646721a18ece2591c07701cb2d17eb56d,2013-02-20 10:20:30 -0800,0.3214931,1.0157292,2,1,3,0,0,13,1,3,2,0,NAO,0,0
eb8b57ee9e96e77e30c796747103e83a19148232,2013-02-20 09:47:53 -0800,0.6935301,0.9930787,2,1,3,0,0,13,17,3,7,0,NAO,0,0
a69d8b0a543f1c81698a8908ff45487d590686a9,2013-02-20 09:35:37 -0800,8.8282870,8.8295255,6,1,7,1,1,20,1,10,1,1,NAO,0,0
0e11640d98fb6231196658e14459c062d48d2202,2013-02-20 09:20:22 -0800,1.5299884,3.9350463,2,1,3,0,0,3,12,3,2,0,NAO,0,0
685288286143175d609decf98c3bfdf954496cc7,2013-02-19 21:56:56 -0300,0.7000463,0.8606597,1,1,2,0,0,2,17,2,7,0,NAO,0,0
b1719e2f9ee3e958af25033b00cc33dcd373ff9a,2013-02-19 09:57:51 -0800,0.3477662,2.9610764,1,1,2,0,0,1,2,1,2,0,NAO,0,0
564e77f41afdf87d1b3bd50de29c1ca81e93d019,2013-02-11 22:42:22 +0100,0.0042014,0.0053819,2,1,3,1,1,3,1,4,4,0,NAO,0,0
c67b52cd89970f183c5661bb6f6d634fcf6f3cf8,2013-02-11 22:35:03 +0100,0.0065856,0.0071412,2,1,3,1,1,3,1,4,4,0,NAO,0,0
437c8f10e072b14915d3013ff2f8a9d5af550ffa,2013-02-11 22:25:08 +0100,3.0647106,3.0847106,2,1,3,1,1,3,1,4,1,0,NAO,0,0
7d95a24165a4073df3c1af320dabf1d856c34a70,2013-02-08 11:51:35 -0800,21.3293634,22.7648843,7,1,8,0,0,23,1,71,2,0,NAO,0,0
46200a34cbc5d9c058d5be96f0989fabf504eee2,2013-02-08 11:23:09 -0800,94.0140046,100.9321759,3,24,27,1,1,4,180,8,175,1,SIM,6,11
97e30693bb069c03dc3d7ef34e8c590d81765223,2013-02-05 10:57:07 -0800,25.9824537,26.0049306,4,1,5,1,1,23,2,101,5,1,SIM,1,1
5e95d7ae46bbaa1f1257ac5aa38e1c9d2f9665c8,2013-02-05 10:54:34 -0800,8.9755440,20.8086690,3,1,4,0,0,13,1,56,3,1,SIM,1,1
3f76ee9788b256aab2acb1465f3bd9c028deab76,2013-01-23 10:56:07 -0800,0.0188657,0.0222106,1,1,2,0,0,1,1,2,2,0,NAO,0,0
b7b0fbe42c8bb41c264be1020535dd5ac1a42496,2013-01-23 10:28:44 -0800,15.5375579,21.0503009,3,1,4,0,0,21,1,101,2,1,NAO,0,0
474774a86c9008f6f3bf2ff27a33d6d11bd370ad,2013-01-23 10:06:08 -0800,6.6758681,6.9704167,1,1,2,0,0,1,4,49,2,0,NAO,0,0
dc8d532eb38b5c3cd9aedd43e0699c0aaa6e5334,2013-01-16 10:43:13 -0800,6.9931481,7.8876389,4,1,5,1,1,13,2,57,2,1,NAO,0,0
1529fab61d9703c3b3027939ad42bf8288f1cad0,2013-01-15 15:30:05 -0800,0.1539352,0.1549769,1,1,2,1,2,1,3,1,3,0,NAO,0,0
b141f5f947f840874d18b4a2d213c45135147a26,2013-01-15 12:13:12 -0800,1.0352315,4.0227431,1,1,2,1,2,4,2,49,2,1,NAO,0,0
7127221c54b13c0deae89cbd256751a59683dbc6,2013-01-15 11:48:06 -0800,4.0375347,4.9934259,1,1,2,1,2,4,1,49,2,1,NAO,0,0
f3f2156ae46dd3d03e459a3fde895107300e79b0,2013-01-15 11:46:55 -0800,1.0163194,4.0044907,1,1,2,1,2,2,1,6,45,1,SIM,2,0
ca30a14f1e4ad6c360a5df52201fe3bbc17807e8,2013-01-15 11:45:27 -0800,1.0100810,4.0034722,1,1,2,1,2,1,1,2,4,0,NAO,0,0
4e44dd43c377b14646e457e70cc0ebfbfc4dcc04,2013-01-10 10:50:01 -0800,23.9969329,28.9714583,1,3,4,0,0,1,4,2,6,0,NAO,0,0
4a05dce96ee65e1fceeddcbf03501658bb623075,2013-01-02 09:16:18 -0800,34.6882755,44.0002662,9,1,10,1,1,80,2,146,3,1,NAO,0,0
d8c07ab398de6dbac4f2dbc5ded2eb53431b4053,2012-12-12 11:24:57 -0800,42.9521759,44.0089583,1,12,13,1,1,4,91,81,98,1,SIM,32,31
0d3be5715935ac042d53b28aa24b26bca8e4adbc,2012-11-27 11:12:47 -0800,1.8001620,8.0811574,6,1,7,0,0,63,4,75,9,1,NAO,0,0
228cad1d22c3b0e1768dccce677fffd8c97a53f8,2012-11-27 09:40:07 -0800,18.8623495,20.9717014,6,1,7,0,0,66,1,75,4,1,NAO,0,0
a1c3f4d871dab4b62822a85bbd2bcaa93cbf95d7,2012-11-26 10:17:44 -0800,17.9882870,19.9978241,1,5,6,0,0,57,9,72,46,1,SIM,41,343
3eecad86af8d42896f54adb3a7768c7a94ab2fea,2012-11-26 09:49:10 -0800,2.2051736,19.9811806,1,1,2,1,2,57,1,72,1,0,NAO,0,0
af597b29337f9f503af6d851f697bfa358c8412e,2012-11-26 09:27:53 -0800,0.7864815,7.0083102,1,3,4,0,0,1,4,1,2,0,NAO,0,0
e0ad3caebaa4eb4afe3c8e2953f4bd2a35e86417,2012-11-26 09:20:25 -0800,19.1128356,26.8469444,14,1,15,0,0,64,1,118,1,1,NAO,0,0
bdf4dfdd8b1ad2e76d359a54b7915faf5d87db40,2012-11-25 21:13:23 -0500,19.1859259,26.2170602,1,14,15,0,0,1,64,9,118,1,SIM,1,1
5a990196f872ac3dbb520c1bda40d498fde1b3a6,2012-11-19 09:15:55 -0800,5.9512731,9.9804398,1,1,2,0,0,1,1,2,1,0,NAO,0,0
1cfd4f6788542b67e259fac5bea665551cfd4353,2012-11-06 10:10:41 -0800,12.4686343,35.0291667,13,1,14,0,0,58,3,111,2,0,NAO,0,0
a6663828ce3a23eb928149f48fe9653e8d405a75,2012-11-06 10:10:21 -0800,34.3987616,36.0280440,13,1,14,1,1,58,4,111,6,1,SIM,4,3
8a41d27f71597e293cd4c5376e48fc31bb67586d,2012-10-30 12:01:18 -0700,0.9877894,1.1007060,1,1,2,0,0,3,1,80,2,0,NAO,0,0
aa9106599f033d6dfd87600c3607b91390e2b8ba,2012-10-26 08:02:27 -1100,0.8209491,3.7487384,1,1,2,0,0,1,3,2,2,0,NAO,0,0
f3c15feac4482723ec604bf7f250302f4c928868,2012-10-26 01:20:01 +0200,70.6782870,83.8169676,1,11,12,0,0,1,69,2,81,0,NAO,0,0
e6d25ed95e0c6e17d8bcda1ea8d82ab659bdeb0c,2012-10-22 14:02:54 -0700,13.7856250,17.1309722,1,1,2,1,2,1,2,2,3,1,NAO,0,0
0e4fcdb6bd4722ec1ba532fbf8d1483bbf4c63af,2012-10-05 10:54:18 -0700,1.6418287,4.0168981,9,9,18,9,2,31,31,62,69,1,SIM,1,18
e25d98d1af06477b4e923c326c614802ed106a18,2012-10-01 18:58:41 -0700,13.9457755,14.3079977,10,4,14,3,1,31,23,63,45,1,SIM,12,29
83f71f590a5449aac7fac5d3a473e76764524205,2012-10-01 17:57:05 -0700,13.9457755,14.2652199,10,4,14,3,1,31,23,63,45,1,SIM,12,29
37e12e05a89be160af2719b7c51c70934cb80537,2012-10-01 10:29:07 -0700,46.4678009,59.5732870,4,1,5,1,1,23,1,47,1,1,SIM,1,3
ce7caad49b49aad4d4499c0708372fd2391e0883,2012-10-01 09:10:13 -0700,0.7187500,6.9554398,1,1,2,0,0,1,1,1,1,0,NAO,0,0
4e8903bdbccc2b6f37cd998298c539a74cbd5975,2012-09-17 11:48:50 -0700,45.9526042,53.9782986,4,2,6,1,1,18,3,40,4,0,NAO,0,0
a5af2ea64f11fc24ca4ed4bc9b9af3e7f817ef8b,2012-09-17 11:48:03 -0700,45.9526042,53.9777546,7,2,9,1,1,28,3,60,4,1,SIM,1,1
7fcb2b77e53d51541a350f0ea3a3941756b8327b,2012-09-05 09:12:12 -0700,10.7028125,22.8200463,1,4,5,1,1,2,4,2,6,1,NAO,0,0
e0153062c4b75d3518f8374badac6ec8cdb6a95c,2012-09-01 17:16:18 -0700,0.0160069,0.0170718,1,2,3,0,0,1,2,1,3,0,NAO,0,0
123a52e4b5b7d27d31c50f3549b8ebb109764499,2012-09-01 17:15:59 -0700,13.0687731,29.8558333,6,1,7,1,1,22,1,58,1,1,SIM,1,3
3147f17af2a03bca8799bdd677d3c76c62a84d73,2012-09-01 16:53:33 -0700,4.6584259,4.8464583,2,1,3,0,0,16,1,53,2,0,NAO,0,0
8cfa3a3e8286090d2981efe2d840c9db2f58b81e,2012-09-01 16:52:56 -0700,4.6575810,4.8460301,2,1,3,0,0,15,1,52,1,0,NAO,0,0
7740b99d8547cd88ba3696e7ec2578238fe3b1e6,2012-09-01 16:51:43 -0700,4.6529514,4.8451852,1,1,2,0,0,2,13,4,49,1,SIM,1,1
64e5f60a3cdf855979b52443a50938b09d18de26,2012-08-31 10:22:54 -0700,11.7952894,28.5689699,1,4,5,0,0,12,7,48,8,0,NAO,0,0
6b56c7e4cf472414583311b3d7f1717a7782a6f2,2012-08-27 20:34:39 -0700,0.2629977,8.2235880,2,1,3,0,0,2,2,4,2,0,NAO,0,0
289032346ab2f2697c01a7c1f73b3061ab4cc5f2,2012-08-27 20:20:00 -0700,0.2494213,8.2134144,1,1,2,0,0,1,1,2,2,0,NAO,0,0
db0b1bcee215e8794dd390c04cb0fe915d4c9c6a,2012-08-19 15:17:00 -0700,3.6928009,16.7732060,2,1,3,0,0,5,1,33,3,1,NAO,0,0
de5e86c38dc0447e73b6345a370cfe2a16e44512,2012-08-19 15:16:44 -0700,11.0332755,25.1226736,2,1,3,0,0,5,1,33,2,0,NAO,0,0
d3a73cdd960d490b2260680e88c998668ae2bcde,2012-08-19 15:12:41 -0700,8.4117245,25.1891435,3,1,4,0,0,5,3,44,2,1,NAO,0,0
1776b8d547cde0a215d0c840f098f1bb7e8fd5a2,2012-08-02 21:03:54 -0600,81.4410764,90.4096065,0,18,18,0,0,0,85,0,114,0,NAO,0,0
9f4a4998edbf4ebdcfc98106fec19b12ff266d0d,2012-07-25 18:53:39 +0100,6.1297569,7.3195370,1,1,2,0,0,4,2,13,2,1,SIM,2,3
42f5e77a1bb8292920f83e5476d7d8f5280eabaf,2012-07-25 10:50:42 -0700,7.3102778,9.0689352,2,1,3,0,0,5,1,13,2,0,NAO,0,0
c39eee0dfa2b1b4864597ca1bbb201c12fd105c3,2012-07-25 10:26:24 -0700,7.2912269,9.0520602,1,1,2,0,0,2,1,12,3,1,NAO,0,0
73c0b1bd66a982660d2f039fbfc8d8cdcf2b74de,2012-07-16 09:11:26 -0700,5.7061458,10.9339699,2,2,4,0,0,10,2,6,20,0,NAO,0,0
de11511db72f7db5685af5cb80985bdb310cd96e,2012-07-16 09:09:59 -0700,5.7054977,10.9329630,1,1,2,0,0,6,4,2,4,0,NAO,0,0
0ef8c820a483a1d4d93bf6062d5558e81d4c8d23,2012-07-16 09:09:03 -0700,18.2832639,31.9683681,5,1,6,0,0,9,6,8,2,0,NAO,0,0
40cc6ed14f6aaedc26af7c57b41616011bb37dc8,2012-07-11 14:15:08 -0300,66.2793981,68.0007407,2,13,15,1,1,2,64,20,93,1,SIM,17,17
73c336364dc3511f47028bfaa0158d6e7d479549,2012-07-05 09:44:24 -0700,18.2329977,20.9929167,3,1,4,0,0,5,3,6,1,0,NAO,0,0
5732c1d39bf7ca09f99d6769c31f948c06c55c62,2012-07-05 09:34:08 -0700,18.2312269,20.9857870,2,1,3,0,0,4,1,4,2,0,NAO,0,0
17a4d26eee4d3c39546351ea7c6ecdb0072c5a8e,2012-07-05 09:31:35 -0700,15.4363889,20.9840162,1,1,2,0,0,1,3,2,2,0,NAO,0,0
fc5be4fa50d7ca4f76de9e2adb6951fcdeecb905,2012-06-20 22:59:00 +0200,0.0065509,6.1697222,1,1,2,1,2,1,1,2,2,2,NAO,0,0
164ba2c7b080a45aa83ee68294d612483719f941,2012-06-14 09:00:56 -0700,0.0822685,1.9017708,1,1,2,0,0,1,1,1,2,0,NAO,0,0
3ce5de47787b8c991e99f48bfcd7dc2f10751994,2012-06-12 10:07:59 -0700,3.7719097,4.7129398,2,1,3,0,0,5,6,5,3,1,NAO,0,0
4069225ed371823a85b0e749b9e4ff8d9dc13a91,2012-06-08 10:04:37 -0700,33.4363773,34.9934375,5,1,6,0,0,38,1,90,2,1,NAO,0,0
4b91be26ac82ee99fd00ca8cb2ae23165ba98c9b,2012-06-07 17:01:21 -0700,27.1855671,27.1955208,3,1,4,1,1,17,6,78,29,1,SIM,2,5
7cce28bc21755ac8f858219b139017f8cc8a6502,2012-06-07 16:47:35 -0700,13.1800579,14.2952083,1,1,2,0,0,7,2,6,2,0,NAO,0,0
c5ff2d9404f33ce55aa690dc2da461a1d432a776,2012-06-06 14:24:40 -0700,17.8418866,26.0867130,2,1,3,1,1,10,3,76,2,1,SIM,1,2
6ed18086f0a466ccab719e67c4ad3cf70877d6bb,2012-05-24 10:28:06 -0700,10.6086690,12.9224306,1,1,2,0,0,1,8,1,74,0,NAO,0,0
568bb72b7ffac1479a4509c246166fbbb501388e,2012-05-11 12:20:22 -0700,1.1529167,3.1179398,1,1,2,1,2,5,2,29,48,0,NAO,0,0
7eb81722add0bb9ee74a3060c8d9490215763d35,2012-05-08 09:30:32 -0700,1.0792130,3.9698148,2,1,3,0,0,10,3,14,4,0,NAO,0,0
2c15d67f082305ea4546cdecea8d57b951a22cdd,2012-05-05 02:44:56 -0600,17.3157870,24.2005903,3,6,9,3,1,4,49,16,36,1,NAO,0,0
68cfce0ee2b735738673a15e4074c81d8143e352,2012-05-04 10:18:27 -0700,0.0047917,0.0119329,2,1,3,1,1,20,12,16,15,1,SIM,1,1
c93e87cac776784e60cd184b1702a863b50a865b,2012-05-04 10:07:44 -0700,4.0380556,7.7711458,1,1,2,0,0,10,1,9,2,0,NAO,0,0
d9959ad0cc24d53629d77272bb45608c0afc929e,2012-05-04 10:07:06 -0700,4.0380556,7.7707060,2,1,3,0,0,20,1,16,2,0,NAO,0,0
2966671f693ad475b4040b11d78c558bc802498d,2012-05-03 18:21:22 -0700,0.2325000,6.3630208,1,1,2,1,2,10,2,9,7,1,NAO,0,0
05a2ec07da4fded9c15cc99463059ac433b113f3,2012-05-03 18:20:58 -0700,6.8850926,7.1154282,2,1,3,1,1,6,10,7,9,1,SIM,3,3
8dc34f0984cda2eb871ab3feb1c5cb48fcc33ab4,2012-04-26 17:19:33 -0700,3.1843171,3.2690625,1,1,2,0,0,14,2,14,2,1,NAO,0,0
fb6bfa84822977f103ea4d4d3316b656272d96ec,2012-04-26 15:37:17 -0700,0.0047106,0.0067130,0,1,1,0,0,0,1,0,2,0,NAO,0,0
dfaa66c11f689b01727230b560e7b7182c8e8538,2012-04-26 09:36:18 -0700,15.5278588,16.9540741,5,1,6,1,1,32,1,33,1,0,NAO,0,0
c196bb9546a997e4e81d2a1085a43b42e341f24f,2012-04-26 09:36:12 -0700,23.7501620,26.9521412,1,5,6,1,1,4,32,5,33,1,SIM,2,8
46b168649b69689373359bca9b0f345ab0a2c1bd,2012-04-23 10:12:03 -0700,14.5186690,23.9770370,5,1,6,1,1,20,6,23,3,1,SIM,1,1
497000623eded55d0d6b5d0fe4e2aadefcbbcda3,2012-04-17 03:39:20 -0600,3.6104051,11.3195833,3,1,4,0,0,4,3,16,2,0,NAO,0,0
e24e543964638f6b27e9cd4e657af835a5aebb45,2012-04-10 20:58:24 -0700,2.3150116,2.5874421,1,1,2,1,2,1,10,2,2,1,SIM,1,1
a578af5c627937777e58435db0645f252b390353,2012-04-07 07:17:06 -0600,3.8183912,7.8138773,3,1,4,0,0,4,2,16,3,1,NAO,0,0
a5b0b715f84f6f4cda7033525d84981714151a30,2012-04-05 18:58:31 -0700,15.3686111,15.3726620,1,4,5,1,1,1,18,2,30,1,NAO,0,0
