Hash do merge,Data do merge,Branching Time,Iso. Merge
b2020bf7646ea9114241e488a78c5aed2575f3e0,2014-04-02 00:51:22 -0700,21.0198958,27.7066898
ba96963bc06376e28bb7ccb7eea17029c8edb8d8,2014-04-02 03:39:27 -0400,0.0211921,5.6016667
23d8445f2aef29da90c03dc06829006a616ee7cb,2014-03-27 20:12:45 +0300,0.2813310,2.3882523
ddbf9076f1911f7d7070561a894b02a4932e9b68,2014-03-24 18:59:04 +0900,1.5214352,2.9003935
d5f4651768cc3834d3f5637759194b5a9af77716,2014-03-21 21:22:30 +0900,0.0009606,0.0018866
2d02bfdea9d98a8321b93866aca6f7f39423b2c6,2014-03-21 21:22:03 +0900,0.0019676,0.0057870
3444ddcdee4ee9639d89fc33b5ac6424644bbe13,2014-03-21 21:20:40 +0900,0.0019676,0.0048264
94a57cfc1b3dee114cb5f709dba3ea3a31832008,2014-03-12 12:43:50 -0400,53.2032060,53.9194792
2b85efbe5740c4cc77d967e75722af81308ff1e7,2014-03-12 12:42:12 -0400,0.3234491,0.3335069
bb9afc6fbbd0194ee86cfbb90b0497a51f52b19a,2014-03-12 00:10:48 -0700,26.8593403,35.5103935
5833b37c0d684f6f0840360df317e4fdc6a08965,2014-03-05 09:16:02 -0500,23.0670718,26.7958681
aa0cbf9470c0858c1f260f9e8bc061b76231fc53,2014-02-06 14:09:59 -0500,0.0193634,0.0356481
ad3f6dc7c96424c3c4fbf9ea4b1c6703f05892e9,2014-02-04 10:55:50 -0800,0.4397917,0.4638426
5a9e469f02a43eda3bef4f6193ad361044cd31db,2014-02-04 10:22:25 -0800,0.0024190,0.4406366
386e6975c5c2bccf58465fd1c14ac7a64f6924e2,2014-02-04 01:04:41 -0800,0.0485417,0.6634722
6788b2bc353f31d804de42ea7b7f942eb564cf68,2014-02-03 23:47:54 -0800,81.1380903,82.4570139
4c4b9bd8437bf421f1021d11fbe9307097c1fdec,2014-02-03 09:09:17 -0800,0.4630556,1.7132523
5aa3e4b8c446d26e71e0eb38a3b0ec9cbc1efc34,2014-02-01 16:02:12 -0800,3.0791435,8.6439583
a80ee78a14ccb922d6122e8e4d38cbfd759c2cd5,2014-01-17 10:39:47 -0800,0.0657986,2.9359954
d5f2524418999a3bbaada4fa1ed07a97fa68fad6,2014-01-14 12:11:57 -0800,0.4357755,1.8227315
205672fe30d96c45de367dc09697ca1c5899562d,2014-01-09 08:43:11 -0800,2.6804745,4.8975694
f5e8accdc4d9040d76b5c86399a1ffcaf304bb19,2014-01-09 08:39:34 -0800,5.0850000,8.7940972
a958ef6ed26b0706d5c165fdacf836a102de5463,2014-01-09 08:30:22 -0800,1.8483565,8.7877083
664186893b56eb051819f3eea0ff8860dd16202d,2013-12-31 13:36:04 -0800,6.0843287,7.2170833
6d5b000a81abeae1240b8b6ae8c204d77895672c,2013-12-23 21:07:08 +0000,57.7371644,57.7789815
3592974fc0eee98ebfde3c3d52dd5943cc5f63bd,2013-12-20 19:21:58 -0800,1.7934144,3.3855324
fbc26d66e1b8f3262d68794177ed1fdb6f0d32eb,2013-12-17 10:06:48 -0800,2.0351852,5.0070718
f5d982d012d81580a47118dc481cdc274dcb7db7,2013-12-12 09:56:37 -0800,0.0575694,0.8771181
a6c7bcdbf59c1a2dee0f5cb0f9aa846bc11865a4,2013-12-12 09:56:05 -0800,0.0186574,0.9839005
1b3becf269f9bca315aea4df65b782917bd4da96,2013-12-11 12:53:34 -0800,0.0073727,0.1084606
b9c034a61e4a6603c52ba150d51cc45ea5b6216d,2013-12-11 10:19:16 -0800,13.1822222,14.8709028
6961dee0ab40c1e9992c94fb8f936561a1821036,2013-12-11 10:17:23 -0800,12.8119213,14.8695949
f43d6c35b7f8579dfaba81b849b70b1ff355478f,2013-12-10 22:37:49 -0800,30.0046181,34.5116204
9e18bb117cb579a08b4d02bc741997fe9c0adf76,2013-12-05 08:08:03 -0800,7.2842361,8.0616204
d2774967f7ceaffde9a830381d70901435725058,2013-12-04 00:30:54 -0800,0.2146991,2.0345023
00855b55fc0b1f72a96b6ea9d5c7581acb170593,2013-12-03 10:31:14 -0800,14.2178472,19.9037731
748038fa71d93a4abf10e243182a24c4c0a41bca,2013-11-26 13:25:10 -0800,1.8094213,3.0433565
19a1ceb9ddf0eddd6b65df560d3c0e9ed3fe46ff,2013-11-26 13:23:37 -0800,1.0881481,3.0422801
8a1053d2201f4ea3cc30c22d4923544a150567fc,2013-11-23 12:22:44 -0800,1.6398380,3.1907755
806931e5460a724bd590f18f46f278390e9fce79,2013-11-22 10:23:08 -0800,13.0082986,16.0014236
8be549cf91fa346932c411d58a3f9d7915cbc508,2013-11-20 07:48:01 -0800,1.3276505,6.7904282
431e227458ac5a58ad77e90c04621db5a346d268,2013-11-02 14:14:06 -0700,0.8287384,2.0735764
ca3c88987ee977df1299ea2fd9b492d3b5aa053d,2013-10-31 10:06:46 -0700,1.7105903,4.5704167
db61fc5bdd2a5204efd1585db3df2015a1b5e72c,2013-10-30 16:27:43 +0100,7.1911111,11.7009606
7d8ef1cd867d8a7f34db337f7b72f4944419e64c,2013-10-26 20:25:22 -0700,12.3907870,12.5300810
9da828defd5398c9011b68cbaace17fbe940b08a,2013-10-25 13:25:54 -0700,9.3826620,10.6674769
b834f94451ea2c42cd7bfbca7d085e4d04192b1a,2013-10-26 00:04:23 +0400,9.3804282,10.6525347
9b6967760dd5435c480e165445ac5b2e72bb8279,2013-10-24 07:51:28 -0700,0.2369444,0.8078935
f9477102c6e828e4865446385d3505542f23e274,2013-10-18 15:38:20 -0700,5.3702315,9.8197454
d7c134a6e290b7393c05836a28438f656f802362,2013-10-14 13:39:54 -0400,0.4172222,0.4396065
479b650557d8a5ce2ac64ccfec0df5bd2f5e098b,2013-10-13 01:48:39 -0700,28.6168519,28.9148148
f3b43638b0a0e432c875d23208ed2dae4b5556dc,2013-10-13 01:39:11 -0700,4.8148032,5.3881829
bbf9412f549321fc72bb3c37bde7138a096f89f8,2013-10-13 01:37:55 -0700,1.8116319,6.0066551
95c86eaaa580df3557ad7eb27f48f6cb5658afb5,2013-10-08 19:33:27 -0700,0.2756134,1.7535532
11d7dc11e64001e6a7ab668ab347d34fec0923a7,2013-10-05 16:10:17 -0700,1.5132986,2.1762037
1bcf987c8bcf546a0442c39248b4365851593ff0,2013-10-04 03:32:58 -0400,5.9152662,6.7082986
6304ccb6e4377d911c5099a5293a8def4e4ea4e7,2013-10-03 11:32:22 -0700,1.4624074,2.8049884
2ccdbc0a605bb2ef807a3df2b9252accea238281,2013-10-03 11:28:31 -0700,1.0190046,1.3779861
51fef0e303608dd758e5c0262d5ead3a471f9e5c,2013-10-03 11:20:26 -0700,0.8549074,1.3723727
87b02b1c59b7f1232998ad3b7414e487e5a2a820,2013-10-02 18:33:35 -0400,5.0611227,5.3337269
d9840730e70dc147d275eb43c76003e1b04e77fc,2013-10-02 17:31:22 -0400,4.5221296,5.2905208
48c742c19c962f01f27c7aa74223a491413204cd,2013-10-02 00:22:39 -0700,72.9490972,73.4193403
be5de6530548ae52090aa6b5e45cdf370470be06,2013-09-30 16:06:08 -0700,1.0764352,3.3563310
bf54a47509622ab1b0f7cc491a5082bf59510270,2013-09-27 16:58:34 -0400,1.6909954,2.5840046
c40912d1cafda3961c97885aaa1b5191b04ea529,2013-09-27 07:33:01 -0700,0.3782292,1.2550347
bac5bb8b584c5b1e082ef221c0478ca4b245901d,2013-09-26 04:52:01 -0700,14.9680440,16.5850347
8f192bbc1d38e814a56c4f7b126928ad207a97ba,2013-09-26 00:14:35 -0400,8.1173380,9.0364005
0a607adb8471dca8f2c660db7e871de3e3b55884,2013-09-24 11:51:31 -0700,3.8424074,6.4783102
d35b902c28f639cce59257d788fcf64b789a0973,2013-09-18 00:22:45 -0700,0.0710880,0.9800694
3f1c1c69a6eb64ea2fd2d83f7093e2a4325e4a40,2013-09-17 00:24:11 -0700,0.2245370,0.5069907
4e9655ba55b20076ca65cac6f923c69334e37e43,2013-09-16 23:22:32 -0700,4.7789583,4.9059606
09a177f3815f453d8357bdb94568c7ae37cfd45c,2013-09-17 00:08:38 -0400,0.9948611,1.0513079
217b8b771cd9607164ebf16826514adc48ff4656,2013-09-16 20:22:10 -0700,0.0249769,0.3389236
9d20aa7934e849a0581b281f3bed2d3415acda28,2013-09-16 19:37:26 -0700,0.3583218,0.6792708
00b95806c7167ba8e8c6c2e62e1f45f53e3564c3,2013-09-16 21:58:58 -0400,2.1972338,2.2756713
b3e05bfc4a09aff59cc0ff86da126e9eb5504af2,2013-09-16 12:14:07 -0700,0.1311343,0.3562269
d450ceacf5afd22499be220e463005e339736c92,2013-09-16 12:11:24 -0700,0.1303241,0.3543403
77d57737cd9992a52382a86bfd81cfec502a4b85,2013-09-16 03:41:09 -0700,1.0137616,1.2531597
05295e00ba5eaa9fafafd3d87998dfd46b9b7b3b,2013-09-16 03:19:17 -0700,1.5456134,1.6231134
7054bae57c50c52fbb2b8cdab0ff33b2d59c74c8,2013-09-16 03:14:05 -0700,3.5239931,3.9481019
f0747749a27fc140b1ca24971d41675bcbeb3dd5,2013-09-16 03:11:54 -0700,1.4475579,1.5404051
6f547158fc92df9a047775553fac1f0baed703fb,2013-09-16 02:45:42 -0700,1.2405208,1.5997917
043c18153f52639ff79e48c122bf0d1b16d2531f,2013-09-14 21:36:36 -0700,5.8461458,5.8751620
407e797330b46d354eeffb6da64a67aaebdf5a13,2013-09-14 20:56:41 -0700,0.0418287,0.2798380
e69c63ec1b7c9afae7440030258deb4efb0b446b,2013-09-14 16:35:00 -0700,0.0026273,0.0981134
4a2dd10e71126b5015c972c2bf1d632fd4e4024b,2013-09-14 16:08:23 -0700,5.3564236,5.6459375
c4c36d282a7938ee01862df04c1e61f319161ca3,2013-09-14 14:13:43 -0700,22.8632523,23.0939468
9284a68edecbc3f94c630ff0a3781f0674d53c36,2013-09-14 14:08:24 -0700,5.1646644,5.5626157
8dbd8024572058fb3b0d10b8b8a952a46785b998,2013-09-14 12:22:00 -0700,0.6871065,1.0308218
ea2ab37e19f469af3de990cce979f16fc37c318a,2013-09-14 10:51:53 -0700,3.3368287,4.8349421
c15afaa904c4d0230b5c053924b288a680fd25e6,2013-09-14 01:32:11 -0700,0.2714815,0.5795602
85a283f36b4c2fef878a7751b1553e63db8635da,2013-09-13 21:41:15 +0300,0.0016088,0.0226157
e849c059701981b5c47555b94622f5d35b07387b,2013-09-09 22:24:53 +0700,11.6262616,13.8586343
63adde99e4b6e8d29ffc4bf82f034dd129adbdb4,2013-09-09 00:38:14 -0700,0.3025000,0.3582755
4995e04fad9a5a0902f84854c099e1ee35a75f13,2013-09-08 16:02:19 -0700,0.2036343,0.2105324
6ab0137dc9baa0ebff82b8a1a8ed4bb733db3aad,2013-09-08 15:53:58 -0700,5.0240394,5.0974074
1aebc6ff83bd0f7cd8234dc5b6c88adbb95438d6,2013-09-08 15:53:13 -0700,16.7484954,17.1630440
6c3ca9844493048a1f45e6593826c51b83736287,2013-09-08 11:23:09 -0700,48.7232407,49.8780208
c4c9175491d1f6005ce78b5f9bcd4f985ef18a68,2013-09-08 11:17:37 -0700,19.8339120,19.8763079
9a54ac57de425f0a2b7a89b91a4c657304ea1a82,2013-09-08 10:59:09 -0700,10.7314468,12.9657639
3ea46db83d5eca44ea319ca07f840ef60017d4a0,2013-09-03 13:33:42 -0700,11.7609954,12.0661574
0cb0eb231e896e40ab37b001ba23c8ecead3bd79,2013-09-03 11:41:09 -0700,6.0197801,11.9879977
172ffe487e56ca8efd41e211526197b5c114e851,2013-08-29 02:03:18 -0700,7.1978588,9.4913657
a0d58f2ff217fb6faa9a874b517819b4ab8fd372,2013-08-29 01:43:04 -0700,0.9614005,6.5726620
9c14c8c24c8f368d1abb76530aef72f480aa0452,2013-08-26 11:48:27 -0700,3.1085069,6.9999537
690dd3c45b879d6522435d2bc13076c9c0021aa2,2013-08-22 11:58:26 -0700,6.6188426,10.0461343
3057b07f831c7631677294610031cbaf079ecb5b,2013-08-19 11:48:31 -0700,6.0078819,7.0392477
48bf0ebfc1b8b2638bf48bfdf2d1035aff713578,2013-08-19 11:48:11 -0700,5.9894676,7.0390162
eea67b03b114033d7226fb11a5c6982a91d1fcdf,2013-08-19 11:21:40 -0700,5.9879167,7.0206019
5919648589b01889ba03048eb6195511939e14c7,2013-08-19 11:19:26 -0700,5.9634491,7.0190509
5cf86d0879e874a0d8c5b0d93adc007ad0a613e6,2013-08-19 10:44:12 -0700,5.9564583,6.9945833
7ade04b8e8ebbd67037c51aef5deb9c306a86ce0,2013-08-19 10:34:08 -0700,5.9060417,6.9875926
76ddc19338c295635d5f74667f046c12f6c908de,2013-08-19 09:21:32 -0700,5.9048843,6.9371759
463b7c032bddf6a490130a8965c67088b8fc2371,2013-08-19 09:19:52 -0700,5.9022685,6.9360185
6664ad71d0de00fd92cf83615021c32c81793227,2013-08-08 12:04:34 -0700,3.4973380,6.4983333
2f107036cdd9055a7b46496635866ae87435d5f7,2013-08-08 11:42:28 -0700,0.0644329,1.5065972
03efa302b0d4b7811f255343593f6cfd5f2219a6,2013-08-06 23:49:50 -0700,7.7422569,8.0729514
01d2135e1451f71485719bc45f3757ef5be4ee27,2013-08-06 23:32:58 -0700,0.9576620,1.9907407
569e17f48e629f4fdf87d4729b819ce9a90ea8ad,2013-08-04 23:46:18 -0700,3.6163542,8.9693866
b687b0f47163a8c71b83cc9347024f075a628a36,2013-07-29 22:04:47 -0700,5.3887384,6.5363773
3e2d8f7946e04e3b428c3f47a173a5dfd1aac860,2013-07-29 09:19:25 -0700,3.0213542,6.0048727
7883f25e1de3556fd7f9ee3ac00b523dcde728ab,2013-07-27 00:30:23 -0700,6.5915741,6.6237384
ec4a1bdd1222230fb87b8eea2e0ede3fa151ddc8,2013-07-27 00:06:44 -0700,2.9985417,3.6210648
1d7d55354597d8cebad612e4f61a79b506231330,2013-07-26 23:57:32 -0700,9.4662500,13.3621759
5b83c5ca6370fed0bae980e192f80a24975b11ef,2013-07-23 09:12:24 -0700,6.6790278,9.7475000
ae34b8100eb925832c7c0bc729ba0485de77bde6,2013-07-20 14:18:48 -0700,1.1139005,2.1993403
1288edbae963daf5f5487242e925c8054856313c,2013-07-18 09:31:45 -0700,3.4107870,3.7572917
cc58cf6fba781b1ef30f4f21b34baddde4e08b64,2013-07-07 12:12:39 -0700,0.0420486,5.0574884
d4c70eb1400b3f87e0aa75895100baa23f92bb76,2013-07-07 11:11:48 -0700,10.5506713,14.3516898
ecd0a503941538ac5a834ae18f300b839bacae5f,2013-07-02 10:49:52 -0700,0.2641088,4.9465278
1ccf6b9e98161c4e1a603ac28712c9d0aeb77e46,2013-06-27 12:06:52 -0700,4.6354514,7.0786227
68ce25eb2d332ca7065e6e75628f6ac5cc9367d6,2013-06-24 08:54:05 -0700,1.2297222,1.5087731
fdc988184f761a610f49747c7cdae513cf4df328,2013-06-24 08:16:10 -0700,22.3559259,26.6157870
c3a68bb93c990deacf9ce80a2f50a38a5fde7ae0,2013-06-23 12:45:22 +0300,0.2294213,2.6595833
fbba084bafbf2efd07e4465062c0853f7953630f,2013-06-22 20:41:27 -0700,17.0021065,19.4248727
fb05577991e8a95f5011258c221abc99648f92ea,2013-06-20 10:13:39 -0700,5.2307870,9.8027315
fa26e8017f312179d23e244570bde67c5accd7ac,2013-06-18 16:36:40 -0700,4.2207755,8.0687153
79b9f5d08b9e8f384ed56df2e82f0c7c510f66e4,2013-06-18 16:35:33 -0700,0.1812153,1.1163426
0ef623c39ea8499e48e0c155d3edb5f800a2666f,2013-06-18 15:41:19 -0700,3.1044329,8.0302778
75a6ee112f6a1864018cb9ef7242bd524bb4a232,2013-06-10 09:50:19 -0700,15.4682176,18.4805556
d94e3747fc77b212e5f534443c5f9456bd2495e2,2013-06-05 02:20:10 -0700,2.8870370,7.3685648
d126d0d8e589bf89937c6079e4867a53066fa040,2013-06-03 10:28:02 -0700,10.9231713,11.5067477
bfc89ad4c03752c530f8480ce4a363999ca9f4b2,2013-06-03 10:26:46 -0700,10.9194792,11.5058681
cab7d36e3f193b794e96e6048386c94f4dbd979e,2013-06-03 10:18:58 -0700,37.5409954,38.3932523
74d5ca2bd78b5e0a9cd4cb2a37ab4d7ee118631d,2013-06-03 09:43:46 -0700,7.5373843,11.4760069
31fb450d23fc4b35a5c7159d0aed8af431ecf11d,2013-05-28 17:29:26 -0700,1.6217361,8.2720139
33e225c619ba16abbf9fa98806324f0d9f3491f8,2013-05-23 09:08:14 -0700,6.2661227,11.8390394
90ec201d2d8c420f650c8bf871744421a911174a,2013-05-22 22:18:19 -0700,1.1114468,2.4726273
d48d9c3aeb37107a0192d5d4e791a0db1c9d7e1c,2013-05-22 21:03:29 -0700,1.1082407,2.4206597
96b90aa5b4c62c9f1011b407aa3dd91840d642a1,2013-05-22 17:20:25 -0700,8.8673843,11.1808333
368f93c87fd97c80b5a5bbf9af384db065d5c870,2013-05-20 10:56:26 -0700,6.2111806,8.9141782
4c8a9e6afa6c0f1319491aec4b22446c40a8584f,2013-05-20 09:13:59 -0700,34.7338194,41.9916319
b71338d0de038654944ac4ef78bcb9be36fcee71,2013-05-20 08:12:02 -0700,2.6479051,8.8000116
41d63f66c48f6955322cefb038c51fde8e30447f,2013-05-17 00:54:55 -0700,1.6738310,5.4964583
84975d3157157ee9e2f8e9d02256bfd221f0ae60,2013-05-16 21:56:47 -0700,30.3918634,38.5213542
7ebea6f4539c19b5ac4d7161e435100f5548fbab,2013-05-11 09:49:28 -0700,90.2516551,91.8735301
7d89c118381d0c51496da3aea853291b606f3224,2013-05-10 00:45:22 -0700,4.0980671,10.5304398
2e496f57fe72d0ca0ec03342ceb8db6e09e7af45,2013-04-29 12:01:32 -0700,1.2165972,2.5108565
360b7f0210c1c6b5576ad7b992f077f4e884eca8,2013-04-29 10:56:45 -0700,0.1374653,3.4194907
bc2933a1b2668356c75971ad28a13cc2130a91ec,2013-04-27 00:14:55 -0700,13.9905671,18.6172801
26d3dd58a60ea0496d9833744d30830dd6b1947b,2013-04-26 23:45:54 -0700,2.8965509,3.0101852
5b747a75cfbef92eef394d0be7c079a5109adb08,2013-04-08 09:26:02 -0700,1.2142477,2.3978356
c43a72c10c0ac964b6674f7dc6fc1e56f14a445d,2013-04-05 23:38:58 -0700,2.5389120,2.5966782
147f159266ae7fdabe799810e918a8e1fe67cbef,2013-04-03 09:19:45 -0700,2.4740856,2.9388079
a23dde6625886f29a428810fd91d2e7e11717f1b,2013-04-01 23:55:39 -0700,34.9225116,37.9598727
5774d893cb03f620c1d404df164e0b8f36286634,2013-03-31 10:14:57 -0700,7.7936921,13.7838310
898b66d23542af8e0c40e185a6457725b6b94e42,2013-03-30 01:09:22 -0700,31.8796759,35.0110648
13e89788bed7df556061359fbe5be201c0f6a91a,2013-03-29 22:51:31 -0700,6.6676505,12.3092245
85ed279b1fa35f1c7bf918b210f1a91e3eeae4e8,2013-03-25 10:26:46 -0700,17.7487616,30.3981481
98cd46aa46f38561ed76bf0a20d3fdc3e9511bf2,2013-03-25 10:20:03 -0700,2.5871875,32.9891898
3b0eefa90509bace7f433f9d7d074230fb982e0f,2013-03-07 15:21:50 -0800,15.2073843,15.2407870
609ebef6460ef7fc00167b3734420862beb138d8,2013-02-22 23:53:26 -0800,11.1154861,14.5012847
c38dc85a99e9955c8db3d302d2c4906806a357c3,2013-02-22 14:59:28 -0800,1.4400347,2.1937269
7f2df6e646721a18ece2591c07701cb2d17eb56d,2013-02-20 10:20:30 -0800,0.3214931,1.0157292
eb8b57ee9e96e77e30c796747103e83a19148232,2013-02-20 09:47:53 -0800,0.6935301,0.9930787
a69d8b0a543f1c81698a8908ff45487d590686a9,2013-02-20 09:35:37 -0800,8.8282870,8.8295255
0e11640d98fb6231196658e14459c062d48d2202,2013-02-20 09:20:22 -0800,1.5299884,3.9350463
685288286143175d609decf98c3bfdf954496cc7,2013-02-19 21:56:56 -0300,0.7000463,0.8606597
b1719e2f9ee3e958af25033b00cc33dcd373ff9a,2013-02-19 09:57:51 -0800,0.3477662,2.9610764
564e77f41afdf87d1b3bd50de29c1ca81e93d019,2013-02-11 22:42:22 +0100,0.0042014,0.0053819
c67b52cd89970f183c5661bb6f6d634fcf6f3cf8,2013-02-11 22:35:03 +0100,0.0065856,0.0071412
437c8f10e072b14915d3013ff2f8a9d5af550ffa,2013-02-11 22:25:08 +0100,3.0647106,3.0847106
7d95a24165a4073df3c1af320dabf1d856c34a70,2013-02-08 11:51:35 -0800,21.3293634,22.7648843
46200a34cbc5d9c058d5be96f0989fabf504eee2,2013-02-08 11:23:09 -0800,94.0140046,100.9321759
97e30693bb069c03dc3d7ef34e8c590d81765223,2013-02-05 10:57:07 -0800,25.9824537,26.0049306
5e95d7ae46bbaa1f1257ac5aa38e1c9d2f9665c8,2013-02-05 10:54:34 -0800,8.9755440,20.8086690
3f76ee9788b256aab2acb1465f3bd9c028deab76,2013-01-23 10:56:07 -0800,0.0188657,0.0222106
b7b0fbe42c8bb41c264be1020535dd5ac1a42496,2013-01-23 10:28:44 -0800,15.5375579,21.0503009
474774a86c9008f6f3bf2ff27a33d6d11bd370ad,2013-01-23 10:06:08 -0800,6.6758681,6.9704167
dc8d532eb38b5c3cd9aedd43e0699c0aaa6e5334,2013-01-16 10:43:13 -0800,6.9931481,7.8876389
1529fab61d9703c3b3027939ad42bf8288f1cad0,2013-01-15 15:30:05 -0800,0.1539352,0.1549769
b141f5f947f840874d18b4a2d213c45135147a26,2013-01-15 12:13:12 -0800,1.0352315,4.0227431
7127221c54b13c0deae89cbd256751a59683dbc6,2013-01-15 11:48:06 -0800,4.0375347,4.9934259
f3f2156ae46dd3d03e459a3fde895107300e79b0,2013-01-15 11:46:55 -0800,1.0163194,4.0044907
ca30a14f1e4ad6c360a5df52201fe3bbc17807e8,2013-01-15 11:45:27 -0800,1.0100810,4.0034722
4e44dd43c377b14646e457e70cc0ebfbfc4dcc04,2013-01-10 10:50:01 -0800,23.9969329,28.9714583
4a05dce96ee65e1fceeddcbf03501658bb623075,2013-01-02 09:16:18 -0800,34.6882755,44.0002662
