Hash do merge,Data do merge,Intersecção de Desenvolvedores,Mesmos desenvolvedores,Diferentes desenvolvedores
123a52e4b5b7d27d31c50f3549b8ebb109764499,2012-09-01 17:15:59 -0700,1,1,0
3147f17af2a03bca8799bdd677d3c76c62a84d73,2012-09-01 16:53:33 -0700,0,0,1
8cfa3a3e8286090d2981efe2d840c9db2f58b81e,2012-09-01 16:52:56 -0700,0,0,1
7740b99d8547cd88ba3696e7ec2578238fe3b1e6,2012-09-01 16:51:43 -0700,0,0,1
64e5f60a3cdf855979b52443a50938b09d18de26,2012-08-31 10:22:54 -0700,0,0,4
6b56c7e4cf472414583311b3d7f1717a7782a6f2,2012-08-27 20:34:39 -0700,0,0,1
289032346ab2f2697c01a7c1f73b3061ab4cc5f2,2012-08-27 20:20:00 -0700,0,0,1
db0b1bcee215e8794dd390c04cb0fe915d4c9c6a,2012-08-19 15:17:00 -0700,0,0,1
de5e86c38dc0447e73b6345a370cfe2a16e44512,2012-08-19 15:16:44 -0700,0,0,1
d3a73cdd960d490b2260680e88c998668ae2bcde,2012-08-19 15:12:41 -0700,0,0,1
1776b8d547cde0a215d0c840f098f1bb7e8fd5a2,2012-08-02 21:03:54 -0600,0,0,18
9f4a4998edbf4ebdcfc98106fec19b12ff266d0d,2012-07-25 18:53:39 +0100,0,0,1
42f5e77a1bb8292920f83e5476d7d8f5280eabaf,2012-07-25 10:50:42 -0700,0,0,1
c39eee0dfa2b1b4864597ca1bbb201c12fd105c3,2012-07-25 10:26:24 -0700,0,0,1
73c0b1bd66a982660d2f039fbfc8d8cdcf2b74de,2012-07-16 09:11:26 -0700,0,0,2
de11511db72f7db5685af5cb80985bdb310cd96e,2012-07-16 09:09:59 -0700,0,0,1
0ef8c820a483a1d4d93bf6062d5558e81d4c8d23,2012-07-16 09:09:03 -0700,0,0,1
40cc6ed14f6aaedc26af7c57b41616011bb37dc8,2012-07-11 14:15:08 -0300,1,1,12
73c336364dc3511f47028bfaa0158d6e7d479549,2012-07-05 09:44:24 -0700,0,0,1
5732c1d39bf7ca09f99d6769c31f948c06c55c62,2012-07-05 09:34:08 -0700,0,0,1
17a4d26eee4d3c39546351ea7c6ecdb0072c5a8e,2012-07-05 09:31:35 -0700,0,0,1
fc5be4fa50d7ca4f76de9e2adb6951fcdeecb905,2012-06-20 22:59:00 +0200,2,1,0
164ba2c7b080a45aa83ee68294d612483719f941,2012-06-14 09:00:56 -0700,0,0,1
3ce5de47787b8c991e99f48bfcd7dc2f10751994,2012-06-12 10:07:59 -0700,0,0,1
4069225ed371823a85b0e749b9e4ff8d9dc13a91,2012-06-08 10:04:37 -0700,0,0,1
4b91be26ac82ee99fd00ca8cb2ae23165ba98c9b,2012-06-07 17:01:21 -0700,1,1,0
7cce28bc21755ac8f858219b139017f8cc8a6502,2012-06-07 16:47:35 -0700,0,0,1
c5ff2d9404f33ce55aa690dc2da461a1d432a776,2012-06-06 14:24:40 -0700,1,1,0
6ed18086f0a466ccab719e67c4ad3cf70877d6bb,2012-05-24 10:28:06 -0700,0,0,1
568bb72b7ffac1479a4509c246166fbbb501388e,2012-05-11 12:20:22 -0700,2,1,0
7eb81722add0bb9ee74a3060c8d9490215763d35,2012-05-08 09:30:32 -0700,0,0,1
2c15d67f082305ea4546cdecea8d57b951a22cdd,2012-05-05 02:44:56 -0600,1,3,3
68cfce0ee2b735738673a15e4074c81d8143e352,2012-05-04 10:18:27 -0700,1,1,0
c93e87cac776784e60cd184b1702a863b50a865b,2012-05-04 10:07:44 -0700,0,0,1
d9959ad0cc24d53629d77272bb45608c0afc929e,2012-05-04 10:07:06 -0700,0,0,1
2966671f693ad475b4040b11d78c558bc802498d,2012-05-03 18:21:22 -0700,2,1,0
05a2ec07da4fded9c15cc99463059ac433b113f3,2012-05-03 18:20:58 -0700,1,1,0
8dc34f0984cda2eb871ab3feb1c5cb48fcc33ab4,2012-04-26 17:19:33 -0700,0,0,1
fb6bfa84822977f103ea4d4d3316b656272d96ec,2012-04-26 15:37:17 -0700,0,0,1
dfaa66c11f689b01727230b560e7b7182c8e8538,2012-04-26 09:36:18 -0700,1,1,0
c196bb9546a997e4e81d2a1085a43b42e341f24f,2012-04-26 09:36:12 -0700,1,1,4
46b168649b69689373359bca9b0f345ab0a2c1bd,2012-04-23 10:12:03 -0700,1,1,0
497000623eded55d0d6b5d0fe4e2aadefcbbcda3,2012-04-17 03:39:20 -0600,0,0,1
e24e543964638f6b27e9cd4e657af835a5aebb45,2012-04-10 20:58:24 -0700,2,1,0
a578af5c627937777e58435db0645f252b390353,2012-04-07 07:17:06 -0600,0,0,1
a5b0b715f84f6f4cda7033525d84981714151a30,2012-04-05 18:58:31 -0700,1,1,3
6a5d0d47656eb89a3d3885091e60d6d8fcb4433a,2012-04-02 09:20:26 -0600,0,0,1
00722f8e7d2cfaad38277c61813351829d8d4684,2012-04-02 09:16:44 -0600,0,0,1
1f4ac691add69a277ec38d0aeb5bd2918412771b,2012-03-30 10:37:28 -0700,0,0,1
3935a501425926276e619bc35fae5ec4b613f545,2012-03-23 10:48:15 -0700,1,1,0
d918b9137489be128aea56e092cd93cfb7508b69,2012-03-23 10:44:26 -0700,0,0,1
bdd04dce23c4110149ba0c9fef73a24bacf88e91,2012-03-19 11:23:53 -0700,0,0,1
58ba38abac320629fa956ff17dbf4ef704b98b46,2012-03-08 16:08:23 -0800,0,0,1
8c7a659330f839a235616b82b2e2f789853cd276,2012-03-08 16:07:24 -0800,0,0,1
41ce1b9b6041ec29893c6d0937ec2ded867ec36c,2012-03-02 11:43:55 -0800,0,0,1
77287fe6fd770659d514bc2f80bb67ef184cc858,2012-02-28 09:25:07 -0800,0,0,1
af869a320a8b1a5cde25c2c7fb98eb4e8fafd41f,2012-02-28 12:01:41 +0400,0,0,1
e1a76d52ec8433c7808870131d26adc83a7c1059,2012-02-20 11:29:58 -0800,0,0,1
e141548f103a1c57ec756d2182e962fe54a9377c,2012-02-20 10:00:03 -0800,0,0,1
2010c57d299251ab1612ee803ea59d90fc69d394,2012-02-20 09:58:54 -0800,0,0,1
0d17e21a98517f988d7f514164a42f79ba0ebee4,2012-02-02 10:18:07 -0800,0,0,1
57ccb0ca3825d090fc911ef0a3acccfa33c2f0a7,2012-01-13 09:18:52 -0800,0,0,1
496e3f64461074855b21348d6590cef40b65b999,2012-01-13 09:00:46 -0800,0,0,1
99e0998a18416ab2d5456481954d67e2725acfb7,2011-12-15 13:48:33 -0800,0,0,2
ef2c9ad1fb1c3204a6635e2deaeed35ce19c6c06,2011-12-15 13:30:51 -0800,0,0,1
bd7a57ea344c73cfa2f7e6c4d95f2587b4a3b43b,2011-12-14 14:14:22 +0100,0,0,3
e4229dc41fbf80d361831da5783bb0b0b6e2776c,2011-12-09 09:14:55 -0800,0,0,1
49d116d061138808a72db20ff301652f002e018d,2011-12-09 13:54:02 +0100,2,2,0
e9dde92edf16d79e9962abd8cfc43afea546b539,2011-11-29 09:19:55 -0800,0,0,1
f0fc94ebcf6c8e445e8e9e8825d192e9d392f98b,2011-11-28 09:34:08 -0800,0,0,1
7c31b0e7dfbf518d59861e9bacabe30eafd9df01,2011-11-16 09:05:40 -0800,0,0,1
a24b4b20a9592c7256002d2c6b4da91903f7ace5,2011-11-14 10:20:04 -0800,0,0,1
4084ad60a29e12ef4c3a74dafe08e9aa954ba4d4,2011-11-14 09:40:19 -0800,0,0,1
49cabf32eee0512d2e85a5deb0a1c4402a9752fe,2011-11-14 09:12:15 -0800,0,0,1
9440c6a0c3ba3e7a96532f1307d47b19a487261f,2011-11-11 08:04:07 -0800,0,0,1
3d9774e52c20b9513ff004bc6a8a6a1fdd515724,2011-11-07 14:43:33 -0800,0,0,1
6f41c29e4c3d6717640369ad3344f9bb41498ed0,2011-11-03 09:29:13 -0700,0,0,1
c7964b58dab33448fcc5880dd42752372ae05c24,2011-11-03 09:28:06 -0700,2,1,0
becdd9516aaef2ef53f04873db9a7ca0569db169,2011-10-31 11:16:06 -0700,1,1,0
bf74079638a795a3f8ad352e9f75b71f4af18cd3,2011-10-25 09:05:16 -0700,0,0,1
ab76527485396033aa2312efa6f577f4b0e386ae,2011-10-21 13:20:56 -0700,0,0,1
4e1241abcd957838ccb21fa89fafdcfe14564482,2011-10-06 09:15:45 -0700,0,0,1
7430cbbb56ecffc513b193f846f4e122c4970b40,2011-09-14 09:47:33 -0700,0,0,1
1f3e53125f428400c5fa8e6b7f0df7c2dcb1289e,2011-06-16 12:38:07 -0700,0,0,1
35efaf633569f1a354e217ccfb3c7813f7b72a59,2011-06-13 09:20:29 -0700,2,1,0
c21bf6cc49bb331798a1ac7de67571256468f08a,2011-03-15 15:54:43 -0700,2,1,0
