Hash do merge,Intersecção de Desenvolvedores,Arquivos em Conflito,Arquivos com Conflito causado pelo Mesmo,Arquivos Null,Relação Arquivos Mesmo / Total de Arquivos
9d4fd7a24991598aa2fcaec203dbba5c04d253d1,0,3,0,0,0,
4da836af71f035a25c26814e7f6aa04e0535f4af,0,17,0,0,0,
833f20634868961f4786879ee18d94b06971f05f,1,1,1,0,1,
85fbe3be3fa645734c68992bb0aa9bc756dab9ad,1,6,6,0,1,
44e410900da8ef7b5e7daf18e7a0bf61b6612247,1,1,0,0,0,yarn.lock,Brian Vaughn,Simen Bekkhus;
ad7458bb42d557f5d1d78fd561ab164740962cb0,1,1,1,0,1,
c7580fcd3f713f391c6f5f3ceab7cd305a01a20a,0,3,0,0,0,
fa0139afbfcf9bfb25cd64e9ce45762b1d416e24,2,3,3,0,1,
94bebda8252a1d922a8e518a7f53c5d4f277dc44,1,6,6,0,1,
381d292d8d683c3f589681b1c88b7a2aae169165,1,4,4,0,1,
40ed0ca8393b43c7e1bdac4b7f1585de2b25569b,1,1,0,0,0,src/backend/renderer.js,Brian Vaughn,Ivan Babak;
ba640df98294946f188fd8c35fa81122e6a88178,2,2,2,0,1,
740993baa916e5482275825ac29fb0c3594018e2,2,1,0,0,0,src/backend/renderer.js,Dan Abramov,Brian Vaughn;
37dd1ec8f8411674ac4f762eb95c844df7de3310,1,2,0,0,0,src/devtools/store.js,Dan Abramov,Brian Vaughn;src/devtools/views/Profiler/CommitTreeBuilder.js,Dan Abramov,Brian Vaughn;
388677fcbce398974b7dea1341096aaedddd3793,0,1,0,0,0,
4d9e7e75c6e37d026c91444ef6120bc3fe642edb,1,1,0,0,0,src/devtools/views/Element.js,Brian Vaughn,Jessica;
f0664d552ccc5a6f03864f664bea6a646cf1e521,0,1,0,0,0,
ffbc2db0e7860ee1a96511578235dec7eaccc8d3,1,1,0,0,0,packages/react-dom-factories/package.json,Dan Abramov,Nathan Hunzaker;
9ba0c8097f9015abcfe1bbbc0184c9033577219c,1,2,2,0,1,
d5c2bdb92f9a93d4330130b7a872e2c01859141a,1,3,1,0,0,addons/create-react-class/package.json,Flarnie Marchan,Dan Abramov;addons/create-react-class/create-react-class.min.js,Flarnie Marchan,Dan Abramov;
4f17e8a03a8f0817c6ea44f63bdaf1d58eb50a8c,1,4,2,0,0,addons/create-react-class/package.json,Flarnie Marchan,Dan Abramov;addons/create-react-class/create-react-class.min.js,Flarnie Marchan,Dan Abramov;
b0a67c9fa9ffb945065fc96447cc53e282a3eec9,1,2,0,1,0,addons/create-react-class/package.json,Dan Abramov,Flarnie Marchan;
fec0004a31cf7551a0ea3977c84af352ca787392,0,1,0,0,0,
8bc11649df767402c262b6c9b67c6dd811d42cd0,1,1,0,0,0,src/renderers/dom/shared/__tests__/ReactMount-test.js,Dominic Gannaway,Sebastian Markbåge;
74a4730073570ff30629310a2683fffa8b80d307,1,2,1,0,0,package.json,Jack Cross,Dan Abramov;
61a922a642b4bf9a92db917d090fd3949d176d60,1,1,0,0,0,grunt/tasks/release.js,Dan Abramov,Ben Alpert;
88296d994d8f151437a4292d2ea64e5bb2267544,1,1,1,0,1,
209b7522d99a8af36f8d9e06ce622c59b793e5a3,1,1,0,0,0,docs/docs/thinking-in-react.zh-CN.md,iamchenxin,Jim;
edf4d24c499faf83ea16de25edc77b9cb522a7aa,0,2,0,0,0,
3ca5c15c1ee8375c7308e37d61228863ceeadcd8,0,1,0,0,0,
a841b4f5fb2b26a7a46cc0a618aea764e7fd0e94,0,2,0,0,0,
b5bcaba77fbe53cafd7c5f6b76752b09791caadf,0,1,0,0,0,
f45d7534864b8e77bfa12e920c342bc290e26e02,0,1,0,0,0,
986f5a1a07dcc860ecb23295c6948762d16478ae,0,1,0,0,0,
77150630e2f2832f83067a958b9aea194c68a126,0,1,0,0,0,
1e268c359152d04195b026a42dd703867bdec525,0,1,0,0,0,
765ee8e5d0e8c309c0e4d87ba15466c46e6b0138,0,1,0,0,0,
b0f9f73e918f544601b97df52709ce83067e91a2,2,1,1,0,1,
5d2f0b4e0752509cb147d363418df1b2543c89e1,1,1,0,0,0,docs/docs/09-addons.md,Paul O’Shannessy,Cheng Lou;
d220ce71b53f74bc7ead832070f9c9b30cb98593,1,1,1,0,1,
dbdf1cc296de40786146da4bdedd8172c9f555d7,1,1,0,0,0,docs/_js/examples/markdown.js,Ben Newman,Cheng Lou;
f39a0f8e40a8aeb0f6d6e5e63be2a38a89f3fb5d,1,1,0,0,0,src/core/ReactNativeComponent.js,CommitSyncScript,Ben Alpert;
43358157cff16e8945da9b816fcb858a59da81af,1,1,0,0,0,src/core/ReactDefaultInjection.js,Christopher Chedeau,Ben Alpert;
