Hash do merge,Intersecção de Desenvolvedores,Arquivos em Conflito,Arquivos com Conflito causado pelo Mesmo
b3518acd12502c7b406b40881fb5cd16152826a1,1,0,0,
1b3f99c3d705023822a67e614848aeebc01291d9,0,0,0,
639164034f271a6599edb6c895df1875029f8b64,1,1,0,package.json,Ashi Krishnan,Ash Wilson;
9beec5f17551250dfd8ba3db44ecb18fb4aef19d,1,1,1,
a61f006a62aaa69b4aa7d750da6663f20eeae520,1,0,0,
e814f4966d8510d1b38678d3f665b2f6174ea784,0,0,0,
c52dc23242bf30b9b13c2b981b9d56e938007d15,1,0,0,
1fc0f0d683cc4ba0e203c2bc1684d83fd40f37bd,0,0,0,
024feb1fff6a73568a7d231c3980101f8738813f,0,0,0,
f91a4bb295dcfc98daa17b1b37c61e354aafeecd,0,0,0,
b61ade47fc45c82e9d2c11e623e9e55646b00817,0,3,0,
ddde4f9c00f18cc58e5947256ae8e7055eb8cb64,0,0,0,
4a5ac6623f9559e365126d91d84d08d4ef0d5e69,0,0,0,
916abe7c6c9e491e72777800c384fdf9cb385d14,0,0,0,
457cde4525e1747147cade1efa3b6dd344ac10b3,0,0,0,
67402229f46b9c053ee6b47e6f42f66a176b279a,0,0,0,
e500f933e05e53286527846f008dac78f0c83b13,0,0,0,
f0e07a3a7fc1ef4f62987bdc2e43c4f61dfa788a,1,0,0,
ff5b09d5109b58f12f98b71133223d7951e3d774,0,0,0,
cbd8a2d251b94a31c509d7204ce452d5b170e4d8,0,1,0,
ab47adbd38646cc308d56dd851df0aa6c07ccd27,1,1,1,
643ffd6bb6b8b3b74981578c7eb8f6210422e45d,0,0,0,
c6a1ffedf0c349daaf54e1ed93a7a7d130b68d5d,0,1,0,
a2f831f533c2dcc46ab2c9ac904af087b710a2e2,0,0,0,
8c3e36d56f496e3d59597bd61db81390b596d26b,1,0,0,
32a6acae383ea11ce288db1827dfd590469814cd,0,0,0,
972b11c5d02395b9ad34ca590fe58a6db750c2f2,1,0,0,
3938846f5e795210da5dbb11743509acca03aa79,0,0,0,
5a6b3c6e9968e5c5422a974ba51f3def0b25fe9d,0,0,0,
19f9a0f0f74c89973d53c302b84a93f4b6087914,1,0,0,
4527a44315150a5b4f195e84e01cfb979acb4155,1,0,0,
4de1a5c23d37bac235606d80d58383c8b14c54bc,1,1,0,package.json,Max Brunsfeld,David Wilson;
0e15dc2ffec20991aacfa08e5486d97ec4ae47b2,1,0,0,
4be923fe32caedce0110206d864a46d09aaed0d3,1,0,0,
aca13c1d6d8b5357d0a3e0c25ae51dc52382caaa,2,2,2,
bebee2d253b235f932d82da1c73790195e9bb7df,0,0,0,
d82c3979aca051acb86ee4fe6d0d339711c4acb7,0,0,0,
3717b48ba1bf68160aef155544cf8f5e2a23ec69,1,0,0,
41bbac7bb14af2a6bb019b773d221151d94416da,2,0,0,
ebf15ef050f0c7e92c1969de27128f78b1225f1a,0,0,0,
fceb6b00636dc225e2c698aa8543d2e18d1eb005,0,0,0,
064fcce3f6d5080ab32006dd7780d3ae77c7d2ac,1,0,0,
ac840d91cbbacf6f9f8a89c4562f880757d2334f,0,0,0,
d7e7c772c3a3ec864b8daa71284e2b119148bad5,0,0,0,
57572d5221143b37ac030588e16b233361175782,0,0,0,
8bded0ba84c04562c368fed1822fdb078d188221,1,0,0,
9ba737de29f5ec160440cce19f588529f2e6eeab,0,0,0,
f4b8b1a1260cb57a94e0f35ab1f5244877063396,2,0,0,
83e7441ceb1d22909d71f2d1f4436a7c718c152a,1,0,0,
3f07f7bc0d53f9120bfbbed9fef7f34bb4ee62bb,0,0,0,
7f5a7c9b902bfbc0d52a57a619924c4d91a61ce8,1,1,0,package.json,Jason Rudolph,Wliu;
a3631f0dafac146185289ac5e37eaff17b8b0209,1,0,0,
3dfacaf47f4eca7ea0681272763b9b127cbe24ab,0,0,0,
ac43bcaa7418eafc81c40a41bbc7ae9cfa5a68b6,0,0,0,
d233e20c32ed31416eaed11182b45bcc23867c09,0,0,0,
e8a943058e4e8554307c0f3a45710c774f2361f8,0,0,0,
5b485dcb4b48386d9480ab45dc389cbcaad3d454,0,0,0,
db36ca059080e6a4651b11176b1c4d69146bb48d,0,0,0,
d50349f0042f347a193229f7af5fa042631c2fbc,0,0,0,
603dc5a05c7ecf5e8c3bf4a78548e4c41efaac67,1,0,0,
9c19b8392f0194be256ffdd95ee86ee7f858add7,1,0,0,
286eb8619d9db674c21312e3c0896a9f5ace6ab1,2,0,0,
0feefa921f1f2c673f5c5ab4f09140fcbb1a7240,1,0,0,
9ef343787bc2809d452da31b3514edaa8025a746,1,0,0,
5ee0fc8014c072a75091926f27004b5c6bb1ddf9,0,0,0,
8ef1a05f20f85d18d3682470c5d2179fd12f9ce0,0,0,0,
065b50d6b548b8a6ef3a5c9112a3b7517f0f27fd,1,0,0,
31e9ddad1e9a1d9e9cd69e3500e8729afa585f85,0,0,0,
a3e5fc0be13d821699496e0f6d076c386361e29c,0,0,0,
2fc0025220376501d2fcc7bfcb04f5759339507a,1,0,0,
5747cce4a7baf122cb9ab876654aa50653e9be8c,2,0,0,
6b3fbae903db61a06c6ada622fecbd2d94a309f7,2,0,0,
8fee5f8fb2e6af26a499fe51c12d83c366f080aa,0,1,0,
d5c74c7e7c57b2707ba2aa3569f03107e0e46bed,0,0,0,
079a43f7bee69a511955e51e9614c3eb12c01b2e,1,0,0,
00d72a95d593a2a7742b243d541169fb12a0dfca,1,0,0,
98f2fdecfe9f12cc6d85fe6f9790bb688b8f92af,0,0,0,
81948f4f685140d5d979cdd04845c480b57660e7,1,0,0,
fb064140d553c0cf6622df2392af0499823e0ad3,0,0,0,
d7eff0ec55349e90fd1082264f03afdcfa366d73,0,1,0,
204a5aa6950b44ab767e9beee450203b1e7b550c,0,0,0,
e2c89b29c8c6aabbcf338534a37a2065e978b027,0,0,0,
9b6b842a034e9282d8380dbb251855b7817e380f,0,0,0,
2d78eb81318f58bba28e286f1956dafa09bbb8ce,0,0,0,
113b771e63a35e607226722098687c24e9475fed,1,0,0,
bfe37a4ad8b6137949192bcc4a7d2caeea3640b2,0,0,0,
e3a464eadf0d8fc8d4c2cac4506f69a1f5c50243,0,0,0,
2756c65a213bf39fdc1d83bfc3f9949792ccbc7b,1,0,0,
40c608d015815740cb2dabe8a0a71eb6ce9e7a20,0,0,0,
9d95fd613e176d5b55522f2d003df6a9eda44fb3,1,0,0,
fc8e12fadba41d0db2a3a79046c54a36e06bd88b,0,0,0,
001aada5ac05c4e3c2313110653005899d959fb2,1,0,0,
daf79944020d77a1769bd90903c98961fb4569d0,1,0,0,
5fdfd6509d3589810112f2b9741adabfca846fd7,0,0,0,
6d5bada5c4fafbb0b71dca38efc498afdabd8594,0,0,0,
8f672b2e5f1d13951f14f9606b642f1130d4fa11,1,1,0,src/main-process/atom-window.js,Philip Weiss,Jordan Eldredge;
45247632dae0537adf33804579d722ab51b9a953,0,0,0,
fa9c8d1aceb813af6a0100648bdd650f67be0c56,0,0,0,
e6381001583989967699f5be2c49c5f11a2af210,2,0,0,
a0e231dea3c642a635b0830e2c30d7bfc5a8f404,2,0,0,
e313bb9d89566cfc09026c93e518d095a1e54263,1,0,0,
df3291a81c6a2e023339cf309b29d71c24363dae,1,0,0,
e334f0419f00efe25efdf5065f5c3e6a18c31868,0,0,0,
82d59746162c0125855e2e7f21543fa35121f9b8,0,0,0,
f6471094748e104509af7bb16d9eddd07c860a4e,0,0,0,
3059d14bd7c3379c35adf9d9f76cf232161467c0,1,0,0,
eb596ff7e53c66da8342e310ae6bc2ee69ed5c99,0,0,0,
2ef0bc5ba6b36da0e1b6f6f1755c174220241a19,0,0,0,
22f069abd1d71a88b2d8ff45046393d2dc888008,0,0,0,
c47ed5ea06dabe548914d6826e29093d17074ad1,0,0,0,
669b22ce1ec1898ac139b577e68a7ae17cefb3ce,0,0,0,
46d9d190c289c3bcf1bb7786ca103ea2c8ad8599,1,0,0,
2923f0057f5acec94f638546432f50e9a027da0c,0,0,0,
a48624dc0255458a4bd73ffca02a545080a9d34a,2,0,0,
5b776f7334b79af71401a76616bfa8c770f4bfba,0,0,0,
6715ade98f66513ef6a98d5887abc6c6eba6a9bd,0,0,0,
8ba04f0f0c184ab1522be5129ad511752d2c3e9c,0,0,0,
4bbc2a28dcb51d4ce1e650de08b27765d6a59094,0,0,0,
574328dae587c5c3ac185a4459c3364894fcd82e,1,0,0,
aa45944ce486999c359839956deccd6c8e97bdb2,0,0,0,
7cbca549099fb0c908f0e629ab1c26c99e68f3dc,0,0,0,
429d3cd8985c736ff9e5e70406738999f190102e,0,0,0,
c100ad0108e63049c879e4bcb6877f85cae28f42,0,0,0,
ef96cc770ebe3fa884d3a6bfb9e544d350c16f41,1,0,0,
ff6dc42fcd7d533cf4f50b2874e09cce24c77c28,0,0,0,
056c825d188e132dbbb34f13f1935c236e4a659f,1,2,0,src/main-process/file-recovery-service.js,Wliu,Max Brunsfeld;src/main-process/atom-window.js,Wliu,Max Brunsfeld;
47eb3949d16c2847b8dfe75b9bad6ff1d0948a5c,1,0,0,
fc07ad2cd5879ea513e53d031c65f8a36de2d6f0,0,0,0,
e07a9a6387cb8e1843275dd73c28657036949b72,1,0,0,
13fdc4021d16f9812d69c423e1bdb36d18e15273,0,0,0,
2de6f05d8f0f8acbb5692cd0bf1b47a739009e27,1,0,0,
9807e56154899ffeee51642ef0f9f07bea5696be,0,0,0,
5a3e1d28ca8db3b4863828c3e266dfb689efd7c0,0,0,0,
2cb66ae9e1aaf75e3a3d6ee6f8a1f50e0e350c4c,0,0,0,
59f2b21d6c6589db747ef2995c413c46d6c8f843,0,0,0,
cd84216f111c3d31ed5805e71b5904a7734a53c0,1,1,0,src/main-process/atom-application.coffee,Wliu,Nathan Sobo;
c84eeb3ae012a86ee1097ccaca6e29e9a8658027,1,1,1,
cd123456ca3a93ba4afa5e17d5810de51747e942,0,0,0,
aea7041c4ca6dfd0f26d1981fccfb5fffcde210d,0,0,0,
dced608f47285f37f035f5f149c8918b04082ce7,0,0,0,
3cec3019f5ff1a66f524e979a6b857928c7397df,1,0,0,
bf4635ca751534c231753f5c907cc22d60aeeeb7,0,0,0,
3f710a13980f109d8795ee3efcb45486eaff6cf5,0,2,0,
d265bef8f2261ba3350c4a29380ec09bf139d0b6,0,0,0,
5c3d6abb122ee45663d947309060a2d69142895c,1,2,0,src/application-delegate.coffee,Wliu,Max Brunsfeld;spec/main-process/atom-application.test.js,Wliu,Max Brunsfeld;
b69631a44419d3355a49bc9d7379a7325cbafbf4,1,2,0,src/application-delegate.coffee,Wliu,Max Brunsfeld;src/main-process/atom-window.coffee,Wliu,Max Brunsfeld;
fe4d14444faad4d6e3df4ba904359b5ec3ae795c,1,1,0,package.json,Max Brunsfeld,Bryant Ung;
b2337fcc45a661cb47ca1676ac8dc4c16cda1586,0,0,0,
911b805065101e9f3d4c63e64feabc43d89744d2,0,0,0,
22766b93e7e227ea1a9dfc70b2b099895675416f,0,0,0,
022544a0b28b8ad78b80b405b6ad038b3eb84448,1,0,0,
3114fda534a5199e753a31028cc0c7c026cd1df2,0,0,0,
55c6c9acfa90db76df162fa084d4a22607d32132,0,0,0,
4647efa3bd976a08678d0b43f41e28e0d438b538,0,0,0,
7aac32e9155812e17e4dc5fb4358899e95019577,1,0,0,
3f857a2a164daaef2cd3df3ad428a41f6e9c18a8,1,0,0,
2fa3b65364382ae38bad21ce88d4bbea1633a11c,0,0,0,
5743c41e039560a4500814f7ec4fbbafc46af104,1,0,0,
6998c2df8cc2a110fa869c069a20277abb644b1f,1,1,1,
b5a1b356f7901a1665f8e193fb3d7f9a7dac4766,0,0,0,
7f34b262776fe6a6eb8e93f8165cbb902078d06e,0,0,0,
b004e7914cc2a011cb914dd8df1d624d5382d61c,1,0,0,
4833a175c2bdd3457bf5194bbaa494ae3bb2a2e6,0,1,0,
aed6248b7b8d51897be4f85c8553a6492432c4aa,0,0,0,
3482f8fe6f6f5f7145addff7e9b72530e870e3e7,0,0,0,
0b6e994ac629d85518ecd194514d5606813a4e62,0,1,0,
12bb45be77a7f2c0f8071353d0f8584d34aeebe1,0,0,0,
84f6203a300684c94a82e02ff9eb56c91586ece7,1,0,0,
1d6549a8e3c05eacaad4517ef18ea8bc27b0fada,1,0,0,
af9e3b06fccb8bb973beeb93665ba43245d38648,0,0,0,
cc154c7be0299c0786fb86a8232c44aa6150cbc9,1,0,0,
016c321bba5ef77a8fa55d83e0edad29ce16ed09,0,0,0,
f4fa7f910ece07d658cd2a99d766478235376870,1,0,0,
43c6f4ccb0ffa6226af715dcdc7a38425c05350d,0,0,0,
e6f78149443c398de57eb0d57e3f7aba8130db1f,2,0,0,
0060d47f43107c4af614d57a20c7729c7416a855,2,0,0,
e6691528417036ca035253dd426dcae36ddfb471,0,0,0,
ad492ef3449ec6a01fc904602812c91143947713,0,1,0,
e7519846bd124bba803dfd37b8099d6131ab5f23,2,0,0,
725d7db7ae2af9282aec24b670e5912ef4875f12,1,0,0,
b3cee41f282348960852cae6aedb52ddca80d6a0,0,1,0,
4f73e81080017303a66dcb020c8b451e0c4ca4dd,0,0,0,
e889f9f5a6fa5070a1257206ff4ebf6e6a39330c,1,0,0,
3998556a0a3064c01c7c237c9056a5215b9feaca,1,2,2,
4ac6b720ff6067950ce3b54191e58371191920a8,1,0,0,
59e16e21abd99ff83a239c086bba4946fb04f5b9,0,0,0,
cbfbc3eb4c5523bd816c759b4f6997f2f7615356,2,0,0,
eb4cd11025004678a2e890c54fcf05f265ab35d6,1,1,0,src/package.coffee,Wliu,Max Brunsfeld;
1a1ee134cfaee5ed3369c9e63ed495370fffa8b0,2,0,0,
4c102eeb2bb0f3902daadab7e49f55ca23eb4f7f,1,1,0,src/package.coffee,Wliu,Max Brunsfeld;
3053069ab1bdd42290be73ef4166f310c2ea98a3,1,0,0,
ce8f300a3813e388c2c86142cfa76fe68ae0494b,0,0,0,
578b4f0281d6072f58ab97bacdb6213295a5684e,0,0,0,
03cb00cb3fabe35b4a49d96cc4f0acbfc284b377,0,0,0,
6576d26b61d3e1191c15dca3bab3227a8d592c80,0,0,0,
3d5cc6993c611571962fe8add0516760240661a6,1,1,0,package.json,Max Brunsfeld,Michelle Tilley;
cb1d529d64648cfb4ccceb9a41d764cfa6d29811,1,0,0,
674eb1ba776928aa58bd373f15493d819c875dca,0,0,0,
0fe3f5afb00754a458324f9a559e9a84977b7a92,2,0,0,
bec91a1d01e15737763f55c8a207ebe17ac18b2f,0,0,0,
aa08d4fd6ca1aefbe0cc462615591f5980e264f8,0,0,0,
653ecd7f52d8afbe3e15a156501a6f362f75041f,1,2,0,src/atom-environment.coffee,Max Brunsfeld,Michelle Tilley;package.json,Max Brunsfeld,Nathan Sobo;
85e7bca4526ef7c552f100fef955babee6739f1c,0,0,0,
fdf0478a775f76e19b44d2f6383dcb7d3e4c6f83,0,0,0,
42509544b65472b7742c2ac34a2c88aa7e996617,0,0,0,
192cde85a4aca2bbf372433d53ea278fa04ca0f9,0,0,0,
e77ed412b73dcedc2b2b2075e3049d99e2187c95,0,1,0,
e21c757682be7bab038d070d712b5be7b39baf01,0,0,0,
acb2bb222859b129445d54fef71d456ab4b9ebbf,0,0,0,
22d8ae67dff067b74ae9e2ee682df9e1d4b464da,1,0,0,
dd8173fc35c744117ca25557d7fffcad844d4d62,0,0,0,
6c99872040eedd8785cf6f0625670d2da5a6bfda,1,0,0,
6227ecebedf676613d6a698a12d7eaaa8c791ff8,0,0,0,
311055c57510197ee8bc6d24a9c1d3aa7d295beb,1,0,0,
4ec1d85aad8250e608cbb4f468e5f0bcb6faab64,1,1,1,
935c63932fc13328101267464ba9afccfc471887,1,0,0,
761fa46863025bddf3df3ee63bec2780e6c1e14c,0,0,0,
815572d522ffb2b2cb6136c03e8a9bb5c2a18aab,1,1,0,src/text-editor.coffee,Wliu,Michelle Tilley;
52d72b4c09712a6efa0b4ddfb2fc5efad0b6db96,0,0,0,
a3bb0bbb441a541f484ad608d34bd745a032732f,0,0,0,
809a2d6348969281b366cebb3f9ea6af5ae5df96,0,0,0,
fba5fbc42d3943c1ba06d8ba2fbe331abaea6e9c,1,0,0,
3a758eeb8de7a6c724699e480e7127fa0066c40a,0,0,0,
d0587a0b606905816549a5a8d2f778005f5a862a,1,0,0,
c9a7791ab628d7d62ee349b257072546036dd039,0,0,0,
62774596919fdce190a1c5c6378f56535547aac3,1,0,0,
ff684925da1ec597990e9eb93ff4d7ce31350989,0,0,0,
b7cf68eeed29eb292c1723aa595bc87f9b08edb5,2,0,0,
a5d3ecabb8528b6d7529982895819c1ebbb38794,2,0,0,
6b9deee5a7676586a31e8fe894282d754e945b4a,1,0,0,
08baeae77b97b5f4a98290afcba6fd6387e9ad82,1,0,0,
99b64c45ef5ec44f1c3f0e41484e8fd335a40ce4,0,0,0,
16d418f9460c9c08b12f18abcbdb20f9869e4646,0,0,0,
f078303bdf2f4a3aa0ac8bd6dc5eae15abb402fb,0,0,0,
8ae399a96be7440524d3cf65113b839314831f69,0,1,0,
6ab4ca4aae6e1163e248cdc63bb7cfdfce2f4a3b,1,1,1,
9097c9ac2ec1824a1944d4a7ee62eb4c04433a6e,0,0,0,
e4c4195cb8f7c058112a4efb58bb9a784bebbe25,0,0,0,
ce633b7c5f0900673d6bff0c8e00002fc7265341,0,0,0,
e34d16740b8f97648d73afe53762f769d3b5fd2d,1,0,0,
55abdca7b13a6a16b3e2fe1beb7e8809081d15b6,0,0,0,
3d855b494d65f4257bcf8cd726d0e1aebb829133,1,0,0,
5d0f1bdbe9873a7eab4634887a2faab821ed746d,0,1,0,
6e55b293312ab57f647d05e7584cb05c67436666,1,0,0,
5b673d5a4e1ee6e26e3e1c4e02fb47af1893fe04,0,6,0,
bbb331e1f7a6189a35bc84d182781e7ff0f1a793,0,2,0,
d44d6abe533cc7e197091034af11e26e67364109,0,0,0,
4d47302a3bf97678cb4421cdbb4da893adf7ad20,0,0,0,
23f2dc2fe4038c981e2c0df7f1f0ed6f2cd06322,1,0,0,
9a953726137f82054117ee50d7f337cb9c5f472a,0,0,0,
622589f4f7fcadd80c3a27a99d9992d59426e626,1,0,0,
84f6f3e52527fb6d84cc8fa73c55d9210972f969,0,0,0,
c2662761f0e1c0a41764e74f099f54fa6cfb4bef,0,0,0,
49a2d0eeebfe0d58a691c066ac1621ea12f255b1,0,0,0,
db960763cfceaaac6a17aaa100a7ea849faabeb6,1,0,0,
89bf89c93d68226d521f661c52727d50b82775e9,1,0,0,
43ec5193ffaffbee84ead4917fa678b9f823e76f,0,0,0,
1975e37e317d2502f9b53f37e1869578f878b4aa,0,0,0,
d6f742d187b9ca94dc84bb43208481799176ac6c,0,0,0,
9c6a87199efe8104f1ea12b933d2b198806f5181,2,0,0,
280253fdfa1b26343d85d893221b3c06f572862b,0,0,0,
d6a3a604695df62a7b813bd229316042a501aee5,0,0,0,
5e96429c9ed667951506e5dd04df50f9642dd42d,0,0,0,
274b809b1229fb32621c6cf7e58d0f0dbfb7debe,0,0,0,
83cb0b9a1481d22d2f538d57ab86de6e09ba2892,0,0,0,
dec47761f9bdcbe5aa18dcfa22c98f3c7364fcec,1,0,0,
7463925e94720ec39aa6d6ed669a25350e97a7b1,1,0,0,
6209c9072fdd0af8c0f2d5ba4078f56665b4cc75,0,0,0,
f79708a74ad358d78f616510c9c367a2d92684b7,0,0,0,
e457e6d54c68ebb55f9f862817f0f89daea24fe2,0,0,0,
85ea1924f4087a8ba9caf19d48f2093644c7776d,0,0,0,
4b67353f85eff6023a4f95d120cdaae96d646ab5,1,0,0,
c46140946e2c43e5528edb7c95303dca1b5e8bcd,1,0,0,
f317a458ea7a7bbf7deb60388c07372efece609e,0,0,0,
c75fe182575f779a6597629a948ff5764631e9c9,0,0,0,
5a67a05c7a81d19625e9b52b5e6020c71d1bd47e,0,0,0,
c30cc9bc83900ea791274258f0707cc164935fbb,0,0,0,
34cd21db04dd522e2b08b19c5af0123620bcc09a,0,0,0,
5a12c18f738f26933866f91a951a8eaffb76d21a,0,0,0,
f2f84149f76d41e53e098bd94cf22c2e950fab76,1,0,0,
f0257bcb0d3946f230fd63760a069d6a3ca25c7c,0,0,0,
765b5d3186172afc91847c71e5a99a658ab824d8,0,0,0,
969cb7a0f5ce96766aa676f52e1591b19a1ff713,1,0,0,
ec38e4f0a5541ad803585f979a5c92b5e3e08580,2,0,0,
121ede50b8295c4b61a4f928529ba40242fff0f8,1,0,0,
3621f07149ecdc13bb781acd08de7ac17a10491f,0,0,0,
f5d153964537211596053425922a2eb5b91ec736,1,0,0,
7cb7b36d81114f66d9074e9c1493e675130da779,0,0,0,
615b67b46ee19de44d79d0dae183f9c0af8f3e5b,0,0,0,
9bdf4b01d02721251a9936f7fe99acfe1e3d80bf,0,0,0,
f6d7cdd417e02af5e76478500baa5bbb891b1b82,0,0,0,
d7fe05c80e55ad962757df95a2df857afbacb61b,0,0,0,
9e74e164b606cc33017e5a0887cd8d75e0e6bd28,1,2,0,src/application-delegate.coffee,Michelle Tilley,Wliu;src/atom-environment.coffee,Michelle Tilley,Wliu;
0188730751d0860ab4c89fd07cc247c53ef8759a,0,0,0,
f1a2af6e6acbef0f5c7a421948b5eafac183ce25,0,0,0,
e3235924989b11782d1da5800bfa466f341d82ec,0,0,0,
a474f755036575ac2b3c1c79744e7d96fb19cb96,2,0,0,
a77538ab89b64f184c971300039d507170d01f4a,0,0,0,
8632e73d073b3a94428fc726ecde3c5afca5cbe3,1,0,0,
7f7bdbf1034c222529de5632b2575568c622cdfd,0,0,0,
cf6787de5f5874f2430655f6b3511dde70d18272,0,0,0,
1a4e6c4c8548bf75a3428eade5060194cea189b6,0,0,0,
6317315a0243a0ccf571b27fc82efae3620e1304,0,0,0,
c536ef7881e1e2a7007f1a3707f41192ec07e0bb,0,1,0,
4b3fa34d4e265862f2cf9f730271fce913b48bdc,0,0,0,
3988ca2b9982bb10a8c87fc48262b400fbfac85c,2,0,0,
7bd2c670e198b28d93da392b8fb29ec65eee72f2,1,0,0,
9bbd71219dc6baed2a70b9b83a4f723cbf1457b5,1,0,0,
18087ff48c6d6db180e8ed2d50c1aa7d50bf2fef,0,0,0,
1226b204e566c70fc1767d74e487947bcdf68458,0,0,0,
f3161b06f79f89cac32f758d20c7b022e769376f,0,0,0,
96b3af143d2ceb947fd55a6f97552d5a70a831ec,0,0,0,
3e10a84d4948fb6c4939024160dc2e14b30c11bd,1,0,0,
f85deec4820246fc56a1785e27748cf053c8fb96,1,0,0,
12e6740c9ce734a3806cea6e1f552e5429a63819,1,0,0,
ac9cc728450f96096aeeb7d185420a06610b4df2,1,0,0,
3bf83445191d98adfc69761a1dca1bc6650f3947,1,1,0,package.json,Will Binns-Smith,Bryant Ung;
9c3de72fcf873c53350016555f499e557e026955,0,0,0,
bd9570b1658e7f344109909d14dc81bd5b93ad2a,0,0,0,
d016b09fb41270af1812cf5e5bfb3baa7d58b0ee,0,0,0,
b7a14434991251eda1e985c708ed66d040efbd37,0,0,0,
8870cd97ee6b558a1362318fd4e5a649a407a49b,2,0,0,
425a48bd282936586792949ab969de63bddf9914,1,0,0,
80ce237348b6a05a2c93f80e4a6379da9577e17e,0,0,0,
dfe411a1d00d0acd2adc116b9dbdcd989cb9cda0,0,0,0,
915e886711482e1a50f711f093d8f26bf0dabb82,0,0,0,
0e50404cfb0056a908da1af1948d41e3ce13c5e0,0,0,0,
a1fdf52eda65b011199f8f8fc1450fff678d8766,0,0,0,
5eae5ed5eb9c1e34029dbdf1f5b8e6f0565ff852,1,0,0,
08f36de7ec1d35167b3fb839d7a1eb6ca38a86f9,0,0,0,
66e576f6e30abd08c7a5ada8227c6bfc1cd346bc,1,0,0,
be3dbab49148124fe6c5cf4a49a5cfb13595b42b,0,0,0,
0bfa019b2de16da079afee3f4104ac3e1977fd1b,1,0,0,
962bbd509aff4829f038f47e78eee2a3c343db8a,0,0,0,
44f3cf73eaae5e4ad02842fa493d0d26a6c34552,0,0,0,
f41be89d5ed2e4b5c21fdd180ad6f1dd9fb486a4,0,0,0,
7daae84bc9f1989df112b5ce699fd35043cd72d2,1,0,0,
a1df975ac622987da466bee8c063218a6e22fc6a,1,0,0,
e80658081a0e3936d291366799cf94114ebbbe44,1,0,0,
927fa3c9cbd4c9d365303293a6a2e816d5e911f5,2,0,0,
6c20d6199f5aad20464048344a5d0373c29e5126,1,0,0,
cd8233028d584b262f2fd1bb00318de89052caf8,1,0,0,
d88ddc3d4d04b83c69f5af582fea16e90beef0f0,1,0,0,
ccb3aaacf7be85bac6d4d9e11cea128c28f4b556,0,0,0,
72322985d915a629d5eb8f139fed3580b1fe729c,2,0,0,
15e3fbaa07f90174ab84d35a4281956b54128d12,2,0,0,
e9a00ce9b3a9cfa7f5b9c7e5d4dccd3116722e1f,1,0,0,
edcac6897f9766366d79f55fda29bbc4e642cc60,0,0,0,
586b818bae9886649da7d3fbdb231d419b0fbe90,1,0,0,
8e6497bfbae6e4b5be763f2d88ee82cda66372f4,1,0,0,
360f89e33a6438598d28cedd6f39573526d3fd46,2,0,0,
7226f6fb0874c4fcaee32c7a6d2736cd694c93c4,2,0,0,
84673775af2185485bd35b4add8099ca6e495c8e,1,1,0,package.json,Paul Betts,Nathan Sobo;
2f2d62ca51d91c4b8730bce0a0d0c1b12991704c,2,0,0,
592d174e3b8eedb51239596f30f6500efb80c8de,0,0,0,
acc7b97ae0db8b2e7f6dd5c020b057140efb1fcc,0,0,0,
ff32fd80bfc6ade6cbed7736c81d94807e0adc5d,1,0,0,
d8a8b03db234ea8de9f756762578fb65cadc963e,1,0,0,
feb0cddf5e5a6ab836e8c76fc547581cc686e120,1,0,0,
b0622d224ec742bae1ba2637e88c5397f79c458d,0,0,0,
a7358477d9f213e686784b4ec6c6f296036edbcd,0,0,0,
e2ee2ee79d2ae095144e30115506708164b4d123,0,0,0,
e48b980d41f7a41a6cce0faef45a02b919a07942,0,0,0,
1b22c59c0c9922a3822d6e14c941e0ddbe47749a,0,0,0,
099df7eaccc63d08fa6fd867bf3249a07669156d,1,0,0,
87edc89815d012b3c38460d786b66a8440c7cf0c,0,0,0,
fb0e29cf07abda544941ccf6a12dfb0fb596f0c3,0,0,0,
c850f38feebd5ad65b9e12202f9929a0be21c167,0,0,0,
6c608e88bcb732afb9183b38473075c885b8e812,0,0,0,
cb08c1b875ecf6734a1d9913262fb1cdf55d59cb,0,0,0,
577dfe8deb54d47f0ff866647c238a79e5e34e62,0,0,0,
f8f325296278fcb835b40bf5dd63c418d4bf5fd3,1,0,0,
7d6bd2a6b19be004254865d163d74bd5e849be2f,0,0,0,
4cf519f2d73f360cb260f51e9eae57ba3d803e91,1,1,1,
fc53b2185716174dc700a963e8fb73e68a921449,0,0,0,
03b631a1daba392b16c157c5cfeef8558e7452c5,0,0,0,
03742f6343cf66655dee13d9cee821a1b3e8ea01,0,0,0,
f8f6ecb5c1fff9c85785fa450407b023caf96eb3,0,0,0,
008ea3965037ae9bb26c0be66d451b02dd93c3eb,0,0,0,
ea5e6d51f86fb95232a86be53ada5b0686440486,0,0,0,
967c2a3440543eee4087c5f8a24e0e903ab6589c,0,0,0,
f35ca01202efdd6f8410345acb92da7881bffac4,1,0,0,
23c6dcb5284995726840a1afbaa69c891c9193e7,0,0,0,
be2a8ed100e7fca884f85438f9ec59df9983c479,0,0,0,
e1a6854743375e2b4b4d6c2bda2e8266f61ff9ee,1,0,0,
b16a5bd36c6d1067d6d93d07864800fcb8341cc1,0,0,0,
368df9ce6029b09cb0118a14ba5d3962bb7f0235,1,0,0,
c50f73e9f5324e2ca6e919d2178758317342bfaf,1,0,0,
ca7ea87476d5c2df4bddaa0339b30a810ff73f93,0,0,0,
cf43c03e69961658a86ae0c9b04344d3ecfdd688,1,0,0,
