Hash do merge,Data do merge,Tempo de isolamento 1 [ancestral](dias),Tempo de isolamento 2 [ancestral](dias),Tempo de isolamento 1 [pai](dias),Tempo de isolamento 2 [pai](dias),Tempo de isolamento [merge],Desenvolvedores 1,Desenvolvedores 2,Intersecção de Desenvolvedores,Commits 1,Commits 2,Arquivos alterados 1,Arquivos alterados 2,Intersecção de Arquivos,Conflito,Arquivos,Chunks,Branching Time
84bd000d025591c07daa8845db0605c7ec80fe47,2016-10-20 09:37:03 +0900,0.0466667,3.5668634,0.1458449,4.0939120,4.6764120,2,7,0,11,48,7,35,0,SIM,1,1,3.9947338
