Hash do merge,Data do merge,Tempo de isolamento 1 [ancestral](dias),Tempo de isolamento 2 [ancestral](dias),Tempo de isolamento 1 [pai](dias),Tempo de isolamento 2 [pai](dias),Tempo de isolamento [merge],Desenvolvedores 1,Desenvolvedores 2,Intersecção de Desenvolvedores,Commits 1,Commits 2,Arquivos alterados 1,Arquivos alterados 2,Intersecção de Arquivos,Conflito,Arquivos,Chunks,Branching Time
5d1aad7e0376be96fae827dd98350b479cc13aaa,2017-12-08 01:26:22 +0800,0.0000000,0.9471644,0.2316204,1.8711921,1.9040394,8,1,1,64,10,2352,34,0,SIM,15,0,1.6395718
