Hash do merge,Data do merge,Branching Time
302a6152b4f655bf7f49fe32f5b5676483efb159,2018-10-23 20:38:42 -0400,"1434,1056481"
62e12fe7105b552e70f32a9b288dcaf695f04737,2017-10-13 22:27:30 -0400,"1072,0372338"
19c8d64855d83e24164bc83e40ebacc24179f32a,2017-09-25 01:07:08 -0400,"1053,156956"
c319fe260ade6c05321948960cb9185fdbbf2487,2017-08-07 19:33:00 -0400,"1004,0314352"
e5dbb0cb4e3a1a8cb7278e889d09156ec34d13e4,2017-03-06 08:40:02 -0500,"850,5111227"
501e24e0a941fb43b1d0b4a0363386111535cd31,2017-03-01 18:17:04 -0500,"845,8775579"
bcbb9d56c57ab7ad20b3be52fe8191145ab48016,2017-01-28 21:02:36 -0500,"813,8769329"
1dbfee66235c6a4e2f8e440264f71f31ddbe75d4,2016-06-20 00:37:34 -0400,"587,5729977"
7cafdb5824a15a26fe10a3599f26ab84698093d8,2016-01-21 21:23:07 -0500,"441,0362037"
9848645a8e2d5b3c02d54cab4070d51710603d3e,2015-07-31 16:56:22 -0400,"610,6864236"
b309b873f115a87c7f8858353ee41087ac3e9269,2015-07-06 16:13:54 -0400,"241,1806366"
1f906d4ffbb29e66a58564e6cf4e585b625d7593,2015-07-06 00:57:49 -0400,"585,0463657"
3d2ecdd5fabf697c9e3d212356b557cbba618fe3,2015-06-18 22:10:21 -0400,"567,9300694"
f90e045334917579fa63ed52aa244e4d86fe012c,2015-05-18 00:41:42 -0400,"192,1388542"
62d5c385759b090b4d55ff8bd934074a562ae2f7,2015-05-18 00:12:01 -0400,"536,0125231"
40f4ac3cb3d6099444a3c386924966cbbbcfaae5,2015-03-17 01:52:23 -0400,"474,0822222"
cd6df7699dba2fcdd17dbf15348c001732818eb5,2015-02-28 23:29:23 -0500,"458,0206944"
f6ec710534e2944cc2c631cf71f63095ff30581c,2015-02-23 01:00:12 -0500,"108,1931944"
531f024e486c13eb6d7e2bc0966ea95b1567197a,2015-02-18 22:33:47 -0500,"447,9439352"
a9ef9e13fb91152bf4eaa9b8afa69d9b30274c09,2015-02-01 15:41:51 -0500,"86,8059144"
c73d7650b5c708ddef110f505adf82fc5f5ab606,2015-02-01 15:23:53 -0500,"430,6869676"
8a5ecd3d893482bb04de44368d3b95825ab3de41,2015-01-21 03:58:41 -0500,"81,1814468"
82689d68cf39226aebf838aecb54e42a4aa4ac18,2015-01-21 03:24:31 -0500,"419,1886227"
b809498cf8ceb43f64ea3c23e0a266d354d4f37a,2015-01-13 22:14:26 -0500,"411,9307986"
4aa2801054c6142b0d642c98b2af4037522fa9ca,2014-12-12 22:06:21 -0500,"379,9535648"
