Hash do merge,Data do merge,Branching Time
461aae05f194f775e6367be9add4dda37746bd5c,2019-12-01 00:19:17 +0900,0.3198495
bdc9dc6cbecc05b0c1d28b122456b251b83c1aba,2019-11-28 09:43:49 +0900,0.1510532
a37c1953ad2a0e6d8395d9a6d49dc3711eae5490,2019-11-28 09:35:08 +0900,0.0030324
a7eff88a51f11ae4c1500f052ffafa1b496adcc4,2019-11-27 15:14:02 -0800,0.7435764
04fb1a651d13930877c5b9175d3fed61db34976d,2019-11-25 08:56:29 -0700,2.7182292
be8b7674fab52d61a4d6e8174dae7e06d711e625,2019-11-25 05:57:27 +0900,0.2681597
90850b5a678fa0c9416d029f2b91186a81035264,2019-11-24 08:21:53 +0900,2.1597338
4fe767535d341429a4cf37be332d8639d86c1e65,2019-11-22 14:28:42 -0500,13.5111227
ffd28c772fb64972b06e0dcfa6fe30d5eeabe738,2019-11-22 12:30:25 -0600,13.3554398
ec4807bc8886dccbf4148d552b15da4728b0d97b,2019-11-22 09:46:14 -0500,13.3548032
d66510158ee3cb01f51f7694d7d9040699f6f3cf,2019-11-22 09:45:19 -0500,13.3377083
7101b4a651924de48a92f4eff6e3cfb3a1ed5dbf,2019-11-22 09:20:42 -0500,13.3063310
7046cfd9083dee04449080387428431e3384f7c7,2019-11-22 13:35:31 +0000,48.7619213
786ece692cb71703241a1059e982add5605b67b3,2019-11-21 14:02:54 -0500,3.1985995
4135f2d57217d457ec4803e6e2a11c90059c4b63,2019-11-21 14:01:59 -0500,47.9960185
2289f2607aa8a00f34c626a921b0d6fb9382b1ad,2019-11-22 03:49:06 +0900,1.9699537
223c706b89998205cdd300c1595276f0b57d4665,2019-11-21 15:17:11 -0300,47.9715625
6471337ec376a2342eb8ff881e17751b3a5d5a1b,2019-11-22 03:13:53 +0900,0.2475810
056c1bb070ba2b4e6464409bd59fbaac345891c1,2019-11-21 15:30:56 +0100,47.5691551
ab9e022461ca5703c1dcc4d1c29d9be36fbef2cc,2019-11-19 19:16:25 -0600,46.2472222
3f78b592bfb6ab2c4edde06d285418b8d6fea085,2019-11-20 08:53:50 +0900,46.1095602
3e4c64248f41b1b82d37aa8d0ec8cb3cd2d180b4,2019-11-19 14:44:07 -0600,76.9172569
1e39686f5418afb120a47f441ea314faeeacbef4,2019-11-19 14:17:20 -0600,315.9541088
2da46896444443a1e14f43bdc0654fbfe7ebc4a8,2019-11-19 14:12:50 -0600,29.6695255
a67a2f63e7ea7fab87cee91607aade3ea0598a62,2019-11-17 22:05:17 +0100,37.0183102
fe094cb47562f722a80a9b87fe395323bafe514c,2019-11-17 22:01:33 +0100,2.4752778
968c69dae90d747b7ced9b37a228da2b641a1401,2019-11-16 12:00:17 +0900,0.7315856
72de617c71ec005c02231b2dc3b6ce580b0350d6,2019-11-16 11:59:48 +0900,0.0449421
dcaa388badf49423fb8613bc02652e448890f879,2019-11-14 18:33:31 -0800,0.2276852
c764f675ac9d51d6932386ef83db121a07fe462a,2019-11-14 11:44:22 +0900,27.7912616
d7dfcd6563f34ce1b18cd6b9881cc3acb03e1a67,2019-11-14 09:01:33 +0900,0.1232292
c6ac55596ee4d2bd4048cadd467ac0e3ebd996ae,2019-11-14 04:01:17 +0900,0.0303704
bab4593a448fe8d6e41a0e10f4bca5e66198e025,2019-11-13 07:14:48 +0900,78.0134722
6504d51a78a86a0994aa0f461e769e68d217361f,2019-11-10 21:08:36 +0100,29.9433565
b2864a2069dfe9e3d483e16a74a9e6271759accc,2019-11-10 20:13:37 +0100,24.4927315
aa457920cc339ab076eeda71444f36f64570adbe,2019-11-10 20:02:20 +0100,29.9353935
ba8f380fa152bda4274d57f1924ba9ea9e5c1114,2019-11-10 19:50:34 +0100,24.4723264
9a6df0e12cddceea3d8543f05166112bf71c8e2a,2019-11-10 19:44:09 +0100,24.4065046
9fc01836994176ada283ac3d7afb91d2ac52c555,2019-11-10 06:45:25 +0900,14.6454051
063b028190d583bc38ee7be00f4da2e8ca0e4ea2,2019-11-08 12:32:28 -0800,22.5275694
986d3bf4c1d542df94dbf6d30293b7e4ecbb4dbf,2019-11-08 14:49:12 -0500,2.2130556
67001f7763a1b115d9e60e9681e22a5ff938f697,2019-11-08 13:31:52 -0500,21.7205787
a98b9505885d551db18d9fe354d1973b31608318,2019-11-08 09:41:38 +0900,1.4421875
aab73f1fa613708830adb01f4346050b6a6740e4,2019-11-08 09:23:20 +0900,21.2676157
53627bd55e0e7c6af6884a968f1171a3ce34bbae,2019-11-07 22:49:22 +0900,1.6658102
74688afe5027b10fc1d520648fece229f3b43738,2019-11-07 08:26:42 -0500,1.2078935
1404da26491183c491e7acaed5c2741a7ac5f35d,2019-11-05 15:53:39 -0500,24.2225579
f2dfc5a496f57f1f8d9f05daf7f7b18c057548f3,2019-11-05 10:07:27 -0500,5.7721412
bc5d9567be44e6241a049c01605ad6cfefe42e10,2019-11-04 22:55:40 -0300,0.0738079
4e105385d046e2aeab16955943df97c5eefa3a6f,2019-11-04 15:18:41 -0500,1.3831019
9bfb73a5f672520e792df8f2e87e2e6a977f3db3,2019-11-01 20:45:18 -0400,7.8962731
cfd4bff376df914404cba52872e6d75582824fed,2019-11-01 14:06:58 -0400,1.4337269
0b43409eef81460cfe100c6c5f416d97b77b5d37,2019-11-01 11:38:57 +0900,1.1945949
cb740af5c96ebe0beea01fb8c62e93fb581ad454,2019-10-31 07:00:39 -0500,0.3608912
6bac3ccbef30e56229be6a33ba59166d0059ebe4,2019-10-30 19:54:04 -0500,0.3555324
8b905a8e65e14b2eee21fb919ba98c581b94b47d,2019-10-30 19:46:21 -0500,1.3030556
ea0755c5aaf9e69570e1f22b40b479b5c1024cf4,2019-10-31 05:28:18 +0900,0.1161111
58fe42e07e4732f6bece692e82db567daaf71057,2019-10-29 15:18:55 -0400,0.1256366
b53b188c5ea4db8ca3c1c80c21a9bc1d653a4f08,2019-10-28 08:54:55 -0500,15.8969560
d2e8b839d2e7236b5f85797f239b01ca2e783024,2019-10-27 08:31:23 -0500,15.2108565
6acdc5c1ace43b4c9a99f3af1513e720883a9fb7,2019-10-27 10:38:49 +0900,14.8175463
82f9d7c8b6b0d541a4cf264ac735a14fa6fee405,2019-10-25 13:13:03 -0700,13.0921991
c955b9d65dec48b63a0c3369ecf24d54debe686a,2019-10-24 22:00:59 +0200,0.5160764
79c2b419fe2f521210e3c8583e9a0c0ff6e513b7,2019-10-24 21:59:23 +0200,0.2177894
6e53de27f1e844a42194905cc630d07b5e0a0f02,2019-10-23 19:57:14 +0900,4.3420833
1811e841166198bf86ae6de18d0971df77b932b4,2019-10-22 09:39:33 -0500,3.9666088
89f7544bf9d4734481e70f61f272003f73a6df98,2019-10-22 09:38:03 -0500,3.0067361
d9dfb4fd2a54bd1c50f7061d0f70250791857bf7,2019-10-22 00:35:50 +0900,0.0657755
