Hash do merge,Data do merge,Branching Time
6cffab6fb2e04a7d031bc1f4cebc834ba8d90135,2020-04-14 06:01:24 -0700,96.5166667
6f018260a870d08654e1e35d85db756fbebe8358,2020-04-14 06:00:01 -0700,0.0664468
2d5d9a86c05e4fe4b0da12cdb2366da588fa8480,2020-04-14 05:21:13 -0700,96.4781366
ca23be38729ffea181edf3976d25aa983aea0b78,2020-04-14 00:40:18 -0700,96.2943287
5243d3c80972555aa3af33721e4b85e70f8f3448,2020-04-14 00:39:51 -0700,63.0500463
2fa71b2e9dd18eca448243002255d6b8f1b8e028,2020-04-14 00:27:00 -0700,766.6304282
ae072efc38bc78324c629c5203cddd47516d8b60,2020-04-14 00:20:23 -0700,96.2720139
96ea34f5da1fa5dd4b5783487f9e0dd28668ccb6,2020-04-14 00:07:43 -0700,766.5475579
98969eb7f86ee3fe16b0defe4f810f58ef898e45,2020-04-13 22:44:02 -0700,24.1172338
a4af71cf67946e7b3520d10f038050e510def896,2020-04-13 22:20:26 -0700,96.1891435
c8c04face0e51fbd64c86bf9daba24fcab5f8218,2020-04-14 05:09:14 +0000,845.2854282
dc122a3d6d55a544a95008d7bfc83b7397445b44,2020-04-13 22:08:23 -0700,24.0711921
991f679164813eb689fe7965b0240813dfce1c4e,2020-04-13 21:21:23 -0700,96.1514699
4a088edd9c0741d0298507c211715e7788068487,2020-04-14 04:14:28 +0000,845.2477546
674490aba5be5eb0e1fc50c1495b9908fe9ae4af,2020-04-13 21:14:08 -0700,766.4852894
7f90b8b9c70df8c9192ad8ddd4488d0fc90dda02,2020-04-13 20:40:13 -0700,96.1268750
89ba51d298e22bd3fb9c48ecead7eb213718b3ba,2020-04-14 03:39:38 +0000,845.2231597
48b6bcd869d17eddb84414a0c7df5e38c98ee04d,2020-04-13 20:38:43 -0700,766.4683218
f2b48159fa08c29fcf7446ed0e060ec0a525db59,2020-04-13 20:20:12 -0700,96.1099074
636bf5c2e61c7ed048ea95a3c3bf0a1beb063dec,2020-04-14 03:14:50 +0000,845.2061921
c4b6f8912a94a1d8c2d74e37f37023dc690463a7,2020-04-13 20:14:17 -0700,766.4509606
5402da5b8fe375520702f3e5757629f6fc3fc716,2020-04-13 20:00:08 -0700,96.0925463
d468e3827aa9bcc2390a35ce5cc5e43a7307db3a,2020-04-14 02:50:11 +0000,845.1888310
84f66714b85e2d4e6f93277f8919b2c2d6d91db6,2020-04-13 17:21:48 -0700,95.9828472
98f1eaf47d29fe681c2a9ffc9b3eb181f72fec8e,2020-04-14 00:12:14 +0000,845.0791319
41958f95fcaa1824e293653f5ef5264d767d2d69,2020-04-13 17:11:19 -0700,23.8670370
b08af87417b297d313acf71223565ce707552b9d,2020-04-13 23:21:11 +0000,845.0435995
688478c709d141cb63c732b123fddbdde73833ca,2020-04-13 16:20:37 -0700,95.9473148
5d6298ad05a91d33ef7c38c882b6a3f561edb698,2020-04-13 16:20:09 -0700,23.8450231
1ec01d438cb80b4eb4d75323dca3757008243af9,2020-04-13 16:00:24 -0700,95.9253009
e0ffe45924dbb3b72756ddf85da37a233f62640b,2020-04-13 22:49:43 +0000,845.0215856
21eb60fc3c4123c85a74ad2af07024f698c86322,2020-04-13 15:48:27 -0700,766.2431944
86b65a82d4c8f566fc2fb481ee3b5eb667b58d81,2020-04-13 15:00:26 -0700,95.8847801
9012fd001dfc89a473003ba5b8126314e3597acf,2020-04-13 21:50:24 +0000,844.9810648
850cd86909270ded16d5b65f7d379ba5f835b2ae,2020-04-13 14:50:06 -0700,23.7667824
a4fca166159ad91df37f2f4f2ebf66ef02fc768c,2020-04-13 14:00:44 -0700,95.8470602
7b52c0dfadeb6931f3ebc04fb41ef053d818f0e3,2020-04-13 20:56:56 +0000,844.9433449
20b2fec8a90331866dbf2795975a398d737750e6,2020-04-13 13:55:47 -0700,766.1809375
0f29de20499fafee7ec5da6c02fd5c990e27390e,2020-04-13 20:29:55 +0000,844.9188079
0786ccee765a2123506aaefe3f44b08a349cf934,2020-04-13 13:22:23 -0700,95.8225231
9a0efcac2ae7a9ddfbb301c653825e52d3ce7093,2020-04-13 13:20:27 -0700,766.1766898
6cc93e47188a0273434664f7f73cc1aa368c08cb,2020-04-13 13:18:50 -0700,95.8182755
dc4f2e68fe80aa189719668bedf76286563e2a01,2020-04-13 20:15:32 +0000,844.9145602
bdabeae98cca2488f585144a9d1f6c8c2ab276e1,2020-04-13 13:14:20 -0700,766.1306829
299dd181ae500b83a95ae5af178e79c75b15d197,2020-04-13 19:09:25 +0000,844.8685532
6f50aa4957643fc71fb3e66364d53ea1bea5a8b3,2020-04-13 12:08:05 -0700,766.1090162
a35cfe99d4b7265da3b95702d1eb08711b18bac7,2020-04-13 18:41:23 +0000,844.8468866
b3b7aa8ecfa3cdf3f52544597f3ce0d7ebe03a77,2020-04-13 11:36:53 -0700,766.1073958
3e33a8ba3070814bebe2568b906df2db6cab378e,2020-04-13 11:34:33 -0700,766.1020833
dc4d3160edfea567c11a6ed48b51cae5c1ad0d73,2020-04-13 18:27:04 +0000,844.8399537
e03e130f6a0cb6d6527e34907b973bee25ae6c28,2020-04-13 11:26:54 -0700,766.0283681
86c2f677b94a6f62e46fec2365b65617328fc786,2020-04-13 17:32:31 +0000,844.7858912
784712e8d795718a85526e7c65001803d466a74a,2020-04-13 17:09:03 +0000,841.8822338
bcf5066ddc4e30c074d000c88f3b5de52050e248,2020-04-13 09:41:04 -0700,95.6699537
a15fd882cf896c3f91a8bd7d149e505361eb3e6e,2020-04-13 09:01:56 -0700,95.6368866
f0693710837ba11718dc99039505e53ff08029b1,2020-04-13 08:53:08 -0700,765.9947801
fa4b7ead4e8a38209f7bd96782d7c1afff65f5a6,2020-04-13 08:52:23 -0700,765.6632292
1eb54bc59d7ba948e3890352d986300fc2d9c8c3,2020-04-13 01:03:34 -0700,95.3048148
ab0a1c53217034cbf7f5384cad06c36054c1969f,2020-04-12 19:22:14 -0700,95.0660764
ab45d517d548bea79687b4498df990798320cd40,2020-04-12 22:11:10 -0400,765.0712963
f2f6cafc2b0a847715d8a542ed88ad23c8a061ef,2020-04-12 11:00:36 -0700,94.7128819
fa1e9df207a00a2deddd59819e4e1c8d605d844c,2020-04-12 10:42:34 -0700,765.0215046
a67fbc769e29fe42ddb64d5a4b53448f35b866a3,2020-04-12 09:40:32 -0700,765.0215046
763875aea75209d8f08912312cfca7493d77cb87,2020-04-12 09:30:52 -0700,1431.9598380
22b052691702c8342fe74f00906e27aff865dd35,2020-04-12 09:30:17 -0700,290.1456134
de80217f269f7bfe91d4a600407c213eecd17b73,2020-04-11 21:00:52 -0700,94.1410185
0c9c901c94e7aa9c3df0c68b8825fc55d46f043e,2020-04-11 20:59:05 -0700,290.0876968
19c5f21713399c83fda80449248813db74c86739,2020-04-11 19:40:50 -0700,94.0831019
375f1e1480393f6f88b54077fc98e9322c48db6b,2020-04-11 16:20:54 -0700,93.9369907
3d1bfdedb6ecb59dbbd414c1471bffbf33e9d991,2020-04-11 16:05:17 -0700,1.0715394
81af0793b310086446168a4ab5048ee8068ac573,2020-04-11 16:05:02 -0700,1.0700231
f7a65f8e6a3f3355180f5557fa54148c62a0d8a3,2020-04-11 16:02:51 -0700,3.2572222
1a05b7ac7d47be3fa2d811ebdb28744e927242e5,2020-04-11 16:00:52 -0700,93.9309259
cdd06d36de66362f5855ab6820cc201fb670152c,2020-04-11 17:56:33 -0500,3.1382870
a512caf9e58ef2a8e32d3f42247b50b15f248641,2020-04-11 14:25:43 -0700,93.8270486
45cfa1dca98daef03b592519eaa2b7ae8ddf9aa8,2020-04-11 13:26:58 -0700,0.0906597
3f0f7f581408a543430ef24713e833f3fd810253,2020-04-11 13:00:42 -0700,93.8081134
93ddb4ec6fa60476f0fb9777488d546f26514655,2020-04-11 10:20:59 -0700,93.6929514
b7654f158b1ea366b814df2e5ca4a01611beb523,2020-04-11 10:13:52 -0700,10.0592130
4c4bf088dc29cf4c06fe92e4a1fc3769895fd2b4,2020-04-11 10:12:03 -0700,2.5368056
91f8cd1972ff50b765e2d3f229dc0b272917b625,2020-04-10 22:42:11 -0700,93.2105093
1af01edbf0ee0cdc4bf57f563a9f0ef7eaebc0ab,2020-04-11 01:39:09 -0400,2.5061458
1ff7e55ac9ebcafce1d63c11b27385c0a9c22c18,2020-04-10 21:59:39 -0700,93.1798495
628bf7beae36eda9d3e14cdb632b7c1ab5c602ae,2020-04-11 06:55:00 +0200,2.4490046
7d10d9ae856f84c5910bb4aec996948e2e5513b9,2020-04-10 20:40:58 -0700,93.1227083
365f0c7af5eb7c9c0e4fad689c227a575f8473db,2020-04-10 23:32:43 -0400,2.4476042
d02c1400a9c8c24b7231268aad020a176dec742d,2020-04-10 20:30:42 -0700,289.0811458
84ebe0aa7cfa236695e0c65574ebeb7c6010d97b,2020-04-10 19:40:35 -0700,93.0765509
14fbb8286bad9310de621c29bb24d798a2cb8fbd,2020-04-10 19:26:15 -0700,2.3899884
c03691f00c8e5058babbd20fd6d0a52fb94c0245,2020-04-10 19:24:11 -0700,93.0636921
13d5a8addbe3605984edc4ce7c6cbf1f0649a9e1,2020-04-10 19:07:44 -0700,289.0485880
7108e8a07198c3eb488f14f04c41816b72f9fd71,2020-04-10 19:05:21 -0700,93.0439931
bae31467a32910864774e5f01f0b9c4531afc1ce,2020-04-10 18:39:22 -0700,289.0441782
3a8eea4d58094e7ca7ba0111f22315cda469ce8e,2020-04-10 18:33:01 -0700,1.1053125
cfa272afbe3003f9235a1f6964e7c4a91463c6cf,2020-04-10 16:20:37 -0700,92.9403356
